experiment_id,batch_id,task_type,trial_id,stage_id,mission_id,uav_id,dispatch_time,arrival_time,completion_time,arrival_time_error,final_position_error
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,3,10.476910505998603,20.484068781999667,10.007158276001064,0.009152282029390335,0.4013635516166687
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,4,10.477040548999867,20.482437873999515,10.005397324999649,0.007565355859696865,0.40114736557006836
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,5,10.47717012099929,20.48417099299877,10.00700087199948,0.008935457095503807,0.39305445551872253
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,6,10.477305373999116,20.48072552299891,10.003420148999794,0.00537032401189208,0.3820981979370117
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,7,10.47743827299928,20.486723263000385,10.009284990001106,0.011698790825903416,0.39037805795669556
experiments_10,exp10-formal-20260731,task_d_dense,4,1,1,8,10.477561412999421,20.480846229000235,10.003284816000814,0.005281407851725817,0.3786662220954895
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,1,9.765767529001096,19.814414649001264,10.048647120000169,0.04933992773294449,0.37523141503334045
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,2,9.765991360000044,19.77615784000045,10.010166480000407,0.011202285997569561,0.3712063133716583
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,3,9.766123695000715,19.77118984900153,10.005066154000815,0.006330762058496475,0.36987894773483276
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,4,9.766253095000138,19.771987486001308,10.00573439100117,0.006854870822280645,0.3908928334712982
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,5,9.766391922001276,19.776769488000355,10.010377565999079,0.011953854002058506,0.3877609074115753
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,6,9.766516833000424,19.769876809999914,10.00335997699949,0.004867131821811199,0.35205206274986267
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,7,9.766638728000544,19.774419461000434,10.00778073299989,0.009107460267841816,0.34741175174713135
experiments_10,exp10-formal-20260731,task_d_dense,5,1,1,8,9.76676201600094,19.7757213090008,10.008959292999862,0.010774503462016582,0.34436216950416565
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,1,1,16.294613258000027,26.307610361000116,10.012997103000089,0.014004350639879704,0.3423346281051636
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,1,2,16.29485338700033,26.310106220000307,10.015252832999977,0.016211261972784996,0.35298553109169006
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,1,3,16.294999458999882,26.311675904000367,10.016676445000485,0.018163183704018593,0.3380746841430664
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,1,4,16.29512727800102,26.308309146001193,10.013181868000174,0.014858796261250973,0.36444544792175293
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,2,5,16.295298877999812,26.312883676000638,10.017584798000826,0.019008725881576538,0.3778102397918701
experiments_10,exp10-formal-20260731,task_e_mixed,5,1,2,6,16.29566563300068,26.30774011200083,10.012074479000148,0.014211125671863556,0.3764480650424957
