uav_id,source_timestamp_s,arrival_ros_s,arrival_monotonic_s,interarrival_ros_ms,interarrival_monotonic_ms
5,1787386052.864278,1787386052.8646116,16982.013601878,7.449865341186523,7.4329409981146455
2,1787386052.868121,1787386052.8683426,16982.017335166,11.481761932373047,11.483264999696985
3,1787386052.8683722,1787386052.868671,16982.017660908,11.707067489624023,11.7083580007602
8,1787386052.8683095,1787386052.8687606,16982.017749024,11.420726776123047,11.419084999943152
4,1787386052.8722157,1787386052.8723905,16982.021382043,11.702775955200195,11.703780000971165
6,1787386052.872257,1787386052.8726594,16982.021648984,12.279510498046875,12.276845998712815
7,1787386052.8723469,1787386052.8727515,16982.021739505,11.960744857788086,11.95998199909809
3,1787386052.8762066,1787386052.876477,16982.025471129,7.806062698364258,7.810220999090234
1,1787386052.8763292,1787386052.8768218,16982.02581237,12.511968612670898,12.50995499867713
2,1787386052.876398,1787386052.8769245,16982.025912789,8.581876754760742,8.577622997108847
5,1787386052.8763566,1787386052.877027,16982.026016845,12.415409088134766,12.414967000950128
8,1787386052.8764555,1787386052.8771217,16982.026109759,8.361101150512695,8.360735002497677
4,1787386052.880197,1787386052.8803964,16982.029389725,8.005857467651367,8.007682001334615
6,1787386052.8803,1787386052.880711,16982.029701701,8.051633834838867,8.052717003010912
7,1787386052.8803787,1787386052.8808117,16982.029800086,8.060216903686523,8.060580999881495
1,1787386052.8841844,1787386052.8844178,16982.033410543,7.596015930175781,7.598173000587849
5,1787386052.8843064,1787386052.884715,16982.033706048,7.688045501708984,7.6892030010640156
2,1787386052.888301,1787386052.8889494,16982.037948413,12.024879455566406,12.035624000418466
3,1787386052.8883495,1787386052.889082,16982.038071304,12.604951858520508,12.60017499953392
8,1787386052.8884802,1787386052.8891802,16982.038168186,12.058496475219727,12.058427000738448
4,1787386052.8922248,1787386052.8924737,16982.041472938,12.07733154296875,12.083212997822557
6,1787386052.892259,1787386052.8926027,16982.041592983,11.891603469848633,11.891281999851344
7,1787386052.8923354,1787386052.8929198,16982.04191044,12.108087539672852,12.11035400046967
1,1787386052.8960881,1787386052.8964562,16982.045457868,12.038469314575195,12.04732499900274
2,1787386052.8961608,1787386052.896819,16982.045811783,7.869720458984375,7.863369999540737
3,1787386052.8961744,1787386052.8969297,16982.045918774,7.847785949707031,7.847470002161572
5,1787386052.8962665,1787386052.8970392,16982.046027719,12.324094772338867,12.321670998062473
8,1787386052.8963027,1787386052.8971367,16982.046124561,7.956504821777344,7.956374996865634
4,1787386052.9002824,1787386052.9004998,16982.049492592,8.026123046875,8.019654000236187
6,1787386052.900306,1787386052.9006093,16982.049598431,8.006572723388672,8.005447998584714
7,1787386052.9003904,1787386052.9008949,16982.04988485,7.975101470947266,7.974410000315402
1,1787386052.904038,1787386052.9043295,16982.053330086,7.873296737670898,7.872218000557041
5,1787386052.9042473,1787386052.90468,16982.053672259,7.640838623046875,7.644540000910638
2,1787386052.9080572,1787386052.908352,16982.057345524,11.532783508300781,11.533741002494935
3,1787386052.9081542,1787386052.908723,16982.057713816,11.793375015258789,11.795041998993838
8,1787386052.9082425,1787386052.9088252,16982.057813834,11.688470840454102,11.68927300022915
4,1787386052.9121687,1787386052.9125135,16982.061506715,12.013673782348633,12.014122999971732
6,1787386052.912229,1787386052.9126325,16982.061622232,12.023210525512695,12.023800998576917
7,1787386052.9122992,1787386052.9127398,16982.061728472,11.844873428344727,11.843622000014875
2,1787386052.9160545,1787386052.9164171,16982.065418518,8.065223693847656,8.072993998212041
1,1787386052.916147,1787386052.9169066,16982.065901145,12.577056884765625,12.571059000038076
3,1787386052.916194,1787386052.9170475,16982.066038844,8.324384689331055,8.32502800039947
5,1787386052.916244,1787386052.917162,16982.066151135,12.481927871704102,12.478876000386663
8,1787386052.9162788,1787386052.917266,16982.066254269,8.440732955932617,8.440435001830338
4,1787386052.920201,1787386052.9204087,16982.069401916,7.895231246948242,7.89520100079244
6,1787386052.92021,1787386052.920526,16982.069515369,7.893562316894531,7.893137000792194
7,1787386052.9203348,1787386052.9208314,16982.069822006,8.09168815612793,8.09353400109103
1,1787386052.9240913,1787386052.924338,16982.073333436,7.431507110595703,7.432291000441182
5,1787386052.9242015,1787386052.9246855,16982.073677453,7.523536682128906,7.52631800060044
2,1787386052.9281542,1787386052.928371,16982.077364854,11.95383071899414,11.94633600243833
3,1787386052.9283183,1787386052.9287498,16982.07774058,11.702299118041992,11.701735998940421
8,1787386052.9282968,1787386052.928853,16982.07784131,11.587142944335938,11.587041000893805
4,1787386052.9322584,1787386052.9326458,16982.081647394,12.237071990966797,12.245477999385912
6,1787386052.9322848,1787386052.9327967,16982.081787086,12.270689010620117,12.271717001567595
7,1787386052.9324167,1787386052.9331558,16982.082147053,12.324333190917969,12.325046998739708
1,1787386052.9360785,1787386052.9364014,16982.085403454,12.063264846801758,12.070017997757532
2,1787386052.936289,1787386052.936906,16982.085898555,8.535146713256836,8.533700998668792
3,1787386052.9363523,1787386052.9370868,16982.086081348,8.337020874023438,8.3407679994707
5,1787386052.9363973,1787386052.9372303,16982.086220811,12.544870376586914,12.543357999675209
8,1787386052.9365242,1787386052.93734,16982.086328693,8.48698616027832,8.487382998282555
4,1787386052.9401603,1787386052.9403675,16982.089359691,7.721662521362305,7.712296999670798
6,1787386052.9401863,1787386052.9404874,16982.089477191,7.690668106079102,7.690104997891467
7,1787386052.9402788,1787386052.940797,16982.089787445,7.641315460205078,7.640391999302665
1,1787386052.944086,1787386052.9443626,16982.093357505,7.961273193359375,7.954051001433982
5,1787386052.9442658,1787386052.944676,16982.093665985,7.445573806762695,7.4451740001677535
2,1787386052.9481406,1787386052.9483652,16982.097356522,11.459112167358398,11.457967000751523
3,1787386052.9484537,1787386052.9487486,16982.097739362,11.661767959594727,11.658014002023265
8,1787386052.9484582,1787386052.948848,16982.097836535,11.507987976074219,11.507841998536605
4,1787386052.9522352,1787386052.9524398,16982.101432404,12.072324752807617,12.072713001543889
6,1787386052.9523103,1787386052.9527473,16982.101737547,12.259960174560547,12.260356001206674
7,1787386052.9523947,1787386052.9528537,16982.101842314,12.056589126586914,12.05486900289543
3,1787386052.956251,1787386052.956514,16982.105506803,7.765293121337891,7.767440998577513
1,1787386052.9562893,1787386052.956841,16982.105831723,12.478351593017578,12.47421800144366
2,1787386052.9563227,1787386052.95694,16982.105928145,8.574724197387695,8.571622998715611
5,1787386052.9564078,1787386052.9570482,16982.106036899,12.372255325317383,12.37091399889323
8,1787386052.9565122,1787386052.957142,16982.106130074,8.294105529785156,8.293539001897443
4,1787386052.9602697,1787386052.960469,16982.109462248,8.02922248840332,8.029844000702724
6,1787386052.96037,1787386052.9607928,16982.109783692,8.045434951782227,8.046145001571858
7,1787386052.9603312,1787386052.9608986,16982.109886996,8.044958114624023,8.044681999308523
1,1787386052.9642396,1787386052.9644184,16982.113414987,7.577419281005859,7.583263999549672
5,1787386052.9643505,1787386052.9647315,16982.113721965,7.683277130126953,7.685066000703955
2,1787386052.9681294,1787386052.9683714,16982.117362808,11.431455612182617,11.434662999818102
3,1787386052.9683342,1787386052.968733,16982.117723967,12.21919059753418,12.21716399959405
8,1787386052.9682908,1787386052.9688416,16982.117830287,11.699438095092773,11.7002129991306
4,1787386052.9722285,1787386052.9724216,16982.121413282,11.952638626098633,11.951033997320337
6,1787386052.9723,1787386052.9727247,16982.121714969,11.931896209716797,11.93127699662
7,1787386052.9724164,1787386052.9728212,16982.121809437,11.922597885131836,11.922441000933759
1,1787386052.9761438,1787386052.9763553,16982.125350182,11.93690299987793,11.93519499793183
2,1787386052.976192,1787386052.9767654,16982.125758029,8.394002914428711,8.395221000682795
3,1787386052.9762616,1787386052.976883,16982.125872374,8.149862289428711,8.148406999680446
5,1787386052.9763377,1787386052.9769828,16982.125971049,12.25137710571289,12.24908400035929
8,1787386052.9765024,1787386052.9770923,16982.126080976,8.250713348388672,8.250688999396516
4,1787386052.980199,1787386052.9803824,16982.129374677,7.960796356201172,7.961395000165794
6,1787386052.9802415,1787386052.9807107,16982.129702032,7.9860687255859375,7.98706300338381
7,1787386052.9803424,1787386052.9808226,16982.129811799,8.001327514648438,8.002361999388086
1,1787386052.9841306,1787386052.9844193,16982.133423327,8.064031600952148,8.073144999798387
5,1787386052.9842756,1787386052.9849372,16982.13393001,7.95435905456543,7.958960999530973
2,1787386052.988104,1787386052.9883404,16982.137338156,11.574983596801758,11.580127000343055
3,1787386052.9883664,1787386052.9889765,16982.137976766,12.093544006347656,12.104392000765074
8,1787386052.9883306,1787386052.9891841,16982.138178626,12.091875076293945,12.097650000214344
4,1787386052.992242,1787386052.9924538,16982.141446539,12.071371078491211,12.071862001903355
6,1787386052.99233,1787386052.9927647,16982.141754888,12.053966522216797,12.052856000082102
7,1787386052.992417,1787386052.9928653,16982.141853834,12.042760848999023,12.042034999467432
1,1787386052.9960773,1787386052.9964697,16982.145471494,12.050390243530273,12.048167001921684
2,1787386052.9961748,1787386052.9970882,16982.146088624,8.74781608581543,8.750467997742817
3,1787386052.9962196,1787386052.9972339,16982.146223828,8.257389068603516,8.247062000009464
5,1787386052.9962878,1787386052.9973347,16982.146322805,12.397527694702148,12.392795000778278
8,1787386052.9964137,1787386052.9974284,16982.146416851,8.24427604675293,8.238225000241073
4,1787386053.000254,1787386053.0004656,16982.149458148,8.011817932128906,8.011608999368036
6,1787386053.0002651,1787386053.0005877,16982.149577472,7.822990417480469,7.822583997040056
7,1787386053.0003493,1787386053.0008914,16982.149881624,8.026123046875,8.02778999786824
1,1787386053.0040958,1787386053.0044248,16982.153423312,7.955074310302734,7.951817999128252
5,1787386053.0042615,1787386053.0047848,16982.153776065,7.450103759765625,7.453259997419082
2,1787386053.008161,1787386053.0084865,16982.157485808,11.3983154296875,11.3971840000886
3,1787386053.0083244,1787386053.0089622,16982.157954038,11.728286743164062,11.730210000678198
8,1787386053.0082724,1787386053.0090823,16982.158071789,11.653900146484375,11.654937999992399
4,1787386053.0121737,1787386053.012564,16982.161566358,12.098312377929688,12.108210001315456
6,1787386053.0122018,1787386053.0127068,16982.161696993,12.119054794311523,12.119521001295652
7,1787386053.0122895,1787386053.0131316,16982.162127833,12.240171432495117,12.246209000295494
1,1787386053.0161366,1787386053.0163603,16982.16535512,11.93547248840332,11.931807999644661
2,1787386053.0161595,1787386053.01648,16982.165468863,7.993459701538086,7.98305500211427
3,1787386053.0162594,1787386053.016774,16982.165763878,7.811784744262695,7.809840000845725
5,1787386053.0163264,1787386053.0168786,16982.165866711,12.093782424926758,12.090645999705885
8,1787386053.016412,1787386053.0169716,16982.165959446,7.889270782470703,7.887657000537729
4,1787386053.0202084,1787386053.0204334,16982.169428396,7.869482040405273,7.862037997256266
6,1787386053.0202308,1787386053.0207555,16982.169746634,8.048772811889648,8.049641000980046
7,1787386053.0203302,1787386053.020861,16982.169849608,7.729291915893555,7.721775000391062
1,1787386053.02411,1787386053.0244405,16982.173440217,8.080244064331055,8.085097000730457
5,1787386053.024186,1787386053.0248306,16982.173820943,7.951974868774414,7.954232001793571
2,1787386053.0281293,1787386053.0284154,16982.177411792,11.93547248840332,11.9429289989057
3,1787386053.0283551,1787386053.0288668,16982.177859223,12.092828750610352,12.095344998670043
8,1787386053.0284364,1787386053.0289848,16982.17797438,12.01319694519043,12.014934000035282
4,1787386053.0322683,1787386053.032443,16982.181434384,12.009620666503906,12.005988002783852
6,1787386053.0323038,1787386053.0327258,16982.181715372,11.970281600952148,11.968737999268342
7,1787386053.0324163,1787386053.0328212,16982.181809248,11.960268020629883,11.959639999986393
1,1787386053.036122,1787386053.0363808,16982.185374941,11.940240859985352,11.934723999729613
2,1787386053.0361626,1787386053.0365314,16982.185522468,8.116006851196289,8.110676000796957
3,1787386053.0362506,1787386053.0368795,16982.185870933,8.012771606445312,8.011710000573657
5,1787386053.0363028,1787386053.03699,16982.185979066,12.159347534179688,12.158122997789178
8,1787386053.0363472,1787386053.0372078,16982.186224187,8.22305679321289,8.249807000538567
4,1787386053.040265,1787386053.0405273,16982.189526514,8.084297180175781,8.092129999567987
6,1787386053.0402749,1787386053.040665,16982.189655066,7.93910026550293,7.939693998196162
7,1787386053.0403442,1787386053.0409932,16982.189984776,8.172035217285156,8.175528000720078
1,1787386053.0441766,1787386053.0443978,16982.193390147,8.01706314086914,8.015205999981845
5,1787386053.0442133,1787386053.0447018,16982.193693217,7.711887359619141,7.714151000982383
2,1787386053.04817,1787386053.048514,16982.197514409,11.982440948486328,11.991940998996142
3,1787386053.048372,1787386053.0490034,16982.197995404,12.123823165893555,12.124470998969628
8,1787386053.0483437,1787386053.0491872,16982.198186733,11.979341506958008,11.962545999267604
4,1787386053.052201,1787386053.0524197,16982.20141422,11.892318725585938,11.88770599765121
6,1787386053.0522447,1787386053.052807,16982.201800706,12.142181396484375,12.145640001108404
7,1787386053.0523398,1787386053.0529382,16982.201928416,11.945009231567383,11.943640001845779
1,1787386053.056177,1787386053.0564919,16982.205497395,12.09402084350586,12.10724799966556
2,1787386053.0563018,1787386053.0569034,16982.205895093,8.389472961425781,8.380684001167538
3,1787386053.0562675,1787386053.0570123,16982.206009548,8.008956909179688,8.014144001208479
5,1787386053.0563617,1787386053.05712,16982.206108253,12.418270111083984,12.415036002494162
8,1787386053.0564687,1787386053.0572135,16982.206201358,8.026361465454102,8.014625000214437
4,1787386053.0602689,1787386053.060469,16982.209460805,8.049249649047852,8.04658500055666
6,1787386053.0603673,1787386053.0607595,16982.209749969,7.952451705932617,7.949262999318307
7,1787386053.0604527,1787386053.0608594,16982.209847382,7.9212188720703125,7.918965999124339
1,1787386053.064171,1787386053.064418,16982.213410469,7.926225662231445,7.913074001407949
5,1787386053.0643108,1787386053.0647242,16982.213715452,7.604122161865234,7.607198996993247
2,1787386053.0681248,1787386053.0683415,16982.217333974,11.438131332397461,11.438880999776302
3,1787386053.0684428,1787386053.0686944,16982.217685435,11.68203353881836,11.675886999000795
8,1787386053.0683577,1787386053.0688076,16982.217796824,11.594057083129883,11.595465999562293
4,1787386053.0722008,1787386053.0724134,16982.221405457,11.94453239440918,11.94465200023842
6,1787386053.0722477,1787386053.0727108,16982.221702335,11.951208114624023,11.952365999604808
7,1787386053.0723443,1787386053.072822,16982.221810909,11.962652206420898,11.96352699844283
2,1787386053.0761712,1787386053.0764067,16982.225399435,8.065223693847656,8.065460999205243
1,1787386053.0762775,1787386053.0767822,16982.225775211,12.36414909362793,12.364742000499973
3,1787386053.0764008,1787386053.076912,16982.225901629,8.217573165893555,8.216194000851829
5,1787386053.0763962,1787386053.0770342,16982.226026043,12.310028076171875,12.31059100246057
8,1787386053.076475,1787386053.0771508,16982.226139416,8.343219757080078,8.342592002009042
4,1787386053.0802877,1787386053.080553,16982.229553363,8.139610290527344,8.147905999067007
6,1787386053.0803854,1787386053.0809085,16982.229900025,8.197784423828125,8.197690000088187
7,1787386053.0804772,1787386053.0810254,16982.23001478,8.203268051147461,8.20387100247899
1,1787386053.0842006,1787386053.0845065,16982.233507966,7.724285125732422,7.7327549988694955
5,1787386053.0842903,1787386053.0849779,16982.233974483,7.943630218505859,7.948439997562673
2,1787386053.088114,1787386053.0884237,16982.237425751,12.017011642456055,12.026315998809878
3,1787386053.0883846,1787386053.088927,16982.237918647,12.015104293823242,12.01701799800503
8,1787386053.0884423,1787386053.0890453,16982.238072737,11.894464492797852,11.933320998650743
4,1787386053.092245,1787386053.0924911,16982.241489619,11.938095092773438,11.936255999899004
6,1787386053.0924163,1787386053.0928285,16982.241820622,11.919975280761719,11.920597000425914
7,1787386053.09257,1787386053.0929425,16982.241932121,11.9171142578125,11.91734099847963
1,1787386053.0961697,1787386053.0965445,16982.245540163,12.037992477416992,12.032196998916334
2,1787386053.096211,1787386053.0968976,16982.245888999,8.473873138427734,8.46324800295406
3,1787386053.09637,1787386053.0970154,16982.246013593,8.088350296020508,8.094946002529468
5,1787386053.0963893,1787386053.0971239,16982.246112138,12.14599609375,12.137655001424719
8,1787386053.0965064,1787386053.0972145,16982.246201967,8.169174194335938,8.129229998303344
4,1787386053.1002212,1787386053.1004305,16982.24942219,7.939338684082031,7.932571003038902
6,1787386053.100282,1787386053.1007235,16982.249713668,7.894992828369141,7.893046000390314
7,1787386053.100375,1787386053.1008236,16982.249811612,7.88116455078125,7.879491000494454
1,1787386053.1041977,1787386053.10439,16982.253381743,7.845401763916016,7.841580001695547
5,1787386053.104259,1787386053.1046674,16982.25365685,7.5435638427734375,7.544711999798892
2,1787386053.1081355,1787386053.1083753,16982.257370431,11.47770881652832,11.481432000437053
3,1787386053.108393,1787386053.1087222,16982.257713014,11.706829071044922,11.699421000230359
8,1787386053.1083627,1787386053.1088207,16982.257808945,11.606216430664062,11.60697800150956
4,1787386053.1122384,1787386053.1124682,16982.261459336,12.03775405883789,12.037145999784116
6,1787386053.1123044,1787386053.112561,16982.261548905,11.837482452392578,11.835237000923371
7,1787386053.1124077,1787386053.1128166,16982.261805657,11.992931365966797,11.994044998573372
1,1787386053.116191,1787386053.1163998,16982.265393041,12.009859085083008,12.011298000288662
2,1787386053.116197,1787386053.1165204,16982.265510351,8.14509391784668,8.139919998939149
3,1787386053.11631,1787386053.1168573,16982.26585002,8.135080337524414,8.137005999742541
5,1787386053.1163557,1787386053.1169734,16982.265963853,12.305974960327148,12.30700299856835
8,1787386053.1164377,1787386053.1170933,16982.266082386,8.272647857666016,8.273440998891601
4,1787386053.1202164,1787386053.1204104,16982.269402698,7.94219970703125,7.94336199760437
6,1787386053.1202743,1787386053.120695,16982.269685199,8.134126663208008,8.13629399999627
7,1787386053.1203604,1787386053.120794,16982.269782672,7.977485656738281,7.977015000506071
1,1787386053.12416,1787386053.1243746,16982.273366027,7.974863052368164,7.972985997184878
5,1787386053.1242833,1787386053.1246574,16982.273647216,7.683992385864258,7.683363000978716
2,1787386053.1281013,1787386053.128334,16982.277325841,11.813640594482422,11.815490001026774
3,1787386053.128371,1787386053.1286676,16982.277657374,11.810302734375,11.807353999756742
8,1787386053.128437,1787386053.1287656,16982.277755699,11.672258377075195,11.67331300166552
4,1787386053.1322558,1787386053.1324608,16982.281452427,12.050390243530273,12.049729000864318
6,1787386053.132395,1787386053.1327417,16982.281735439,12.046575546264648,12.05023999864352
7,1787386053.1324825,1787386053.1328514,16982.281840427,12.057304382324219,12.05775500056916
1,1787386053.1361358,1787386053.1366,16982.285600434,12.22538948059082,12.234407000505598
2,1787386053.136185,1787386053.136794,16982.285784881,8.460044860839844,8.459040000161622
3,1787386053.136302,1787386053.137178,16982.286168853,8.510351181030273,8.511478998116218
5,1787386053.1363435,1787386053.137284,16982.286273089,12.62664794921875,12.625873001525179
8,1787386053.1364648,1787386053.137386,16982.286373908,8.620500564575195,8.61820899808663
4,1787386053.140368,1787386053.1406476,16982.289640749,8.186817169189453,8.188322000933113
6,1787386053.1404197,1787386053.1410723,16982.290065978,8.330583572387695,8.33053899987135
7,1787386053.1405056,1787386053.1411898,16982.290179111,8.338451385498047,8.338684001500951
1,1787386053.1441085,1787386053.1444433,16982.293448697,7.843255996704102,7.848263001505984
5,1787386053.1442912,1787386053.1449032,16982.293896579,7.619142532348633,7.62349000069662
2,1787386053.1481445,1787386053.1484308,16982.297425602,11.636734008789062,11.640720997093013
3,1787386053.1484063,1787386053.1487818,16982.297771823,11.603832244873047,11.60297000024002
8,1787386053.1484249,1787386053.1488717,16982.297859207,11.485576629638672,11.485299000923987
4,1787386053.1522462,1787386053.1525872,16982.301581724,11.939525604248047,11.940975000470644
6,1787386053.1523705,1787386053.1529782,16982.301969513,11.905908584594727,11.903534999873955
7,1787386053.1524992,1787386053.1531157,16982.302104828,11.925935745239258,11.925716997211566
2,1787386053.1561475,1787386053.1564996,16982.305503296,8.06879997253418,8.077694001258351
1,1787386053.1562963,1787386053.1568933,16982.305884903,12.449979782104492,12.436205997801153
3,1787386053.156328,1787386053.1570015,16982.305990151,8.219718933105469,8.218327999202302
5,1787386053.1563776,1787386053.157172,16982.30616506,12.268781661987305,12.268480997590814
8,1787386053.1564505,1787386053.157285,16982.306273984,8.413314819335938,8.414776999416063
4,1787386053.160263,1787386053.1604662,16982.30945845,7.879018783569336,7.87672599835787
6,1787386053.1602676,1787386053.1605692,16982.309557827,7.591009140014648,7.5883140016230755
7,1787386053.1603484,1787386053.1608346,16982.309823857,7.718801498413086,7.719028999417787
1,1787386053.1641636,1787386053.164545,16982.313549019,7.651805877685547,7.6641160012513865
5,1787386053.1643162,1787386053.164954,16982.313944974,7.781982421875,7.7799140017305035
2,1787386053.168166,1787386053.1684818,16982.317478846,11.982202529907227,11.9755499981693
3,1787386053.1683578,1787386053.1689825,16982.317974358,11.981010437011719,11.984207001660252
8,1787386053.1685424,1787386053.1691482,16982.318141432,11.863231658935547,11.867447999975411
4,1787386053.1722548,1787386053.1724725,16982.321464869,12.006282806396484,12.006419001409085
6,1787386053.1724691,1787386053.172762,16982.321752589,12.192726135253906,12.194761999126058
7,1787386053.1724415,1787386053.1728618,16982.321850123,12.027263641357422,12.026266002067132
1,1787386053.1761875,1787386053.176571,16982.325570416,12.025833129882812,12.021397000353318
2,1787386053.176241,1787386053.176996,16982.325987991,8.514165878295898,8.509145001880825
3,1787386053.1763656,1787386053.1771173,16982.326106564,8.134841918945312,8.132205999572761
5,1787386053.176419,1787386053.1772106,16982.326198456,12.256622314453125,12.253482000232907
8,1787386053.1764977,1787386053.1772988,16982.326286101,8.150577545166016,8.144669001922011
4,1787386053.1802685,1787386053.18053,16982.329523096,8.057594299316406,8.058226998400642
6,1787386053.1803765,1787386053.1808248,16982.329814563,8.06283950805664,8.061974000156624
7,1787386053.1804433,1787386053.1809216,16982.329909662,8.05974006652832,8.059538999077631
1,1787386053.1840975,1787386053.1843169,16982.333308371,7.745981216430664,7.737954998447094
5,1787386053.1842527,1787386053.1846209,16982.33361113,7.410287857055664,7.412674000079278
2,1787386053.188114,1787386053.1883566,16982.33735113,11.360645294189453,11.363139001332456
3,1787386053.1884208,1787386053.1886714,16982.337660542,11.55400276184082,11.55397800175706
8,1787386053.1883755,1787386053.1887562,16982.337743838,11.457443237304688,11.457737000455381
4,1787386053.192195,1787386053.1927092,16982.341714622,12.179136276245117,12.191526002425235
6,1787386053.1922972,1787386053.1928895,16982.34187848,12.064695358276367,12.063917001796653
7,1787386053.192413,1787386053.1932106,16982.342200385,12.289047241210938,12.29072299975087
1,1787386053.1960871,1787386053.1965468,16982.345548969,12.22991943359375,12.240598000062164
2,1787386053.196182,1787386053.1971624,16982.346161721,8.80575180053711,8.810590999928536
3,1787386053.196318,1787386053.197284,16982.346273271,8.612632751464844,8.612728997832164
5,1787386053.1963208,1787386053.1973724,16982.346360295,12.751579284667969,12.749164998240303
8,1787386053.1964734,1787386053.1974545,16982.346441307,8.698225021362305,8.697468998434488
4,1787386053.2002413,1787386053.200425,16982.349418643,7.715702056884766,7.704020998062333
6,1787386053.20028,1787386053.2007048,16982.349694332,7.815361022949219,7.815851997293066
7,1787386053.2004116,1787386053.200793,16982.349780714,7.582426071166992,7.58032900193939
1,1787386053.2040977,1787386053.2042818,16982.353272938,7.735013961791992,7.723968999926001
5,1787386053.204242,1787386053.2045476,16982.353536594,7.175207138061523,7.176299001002917
2,1787386053.208127,1787386053.2084482,16982.357442846,11.285781860351562,11.281125000095926
3,1787386053.2084007,1787386053.2088811,16982.357877714,11.597156524658203,11.604442999669118
8,1787386053.2083704,1787386053.2089775,16982.357965359,11.523008346557617,11.52405199900386
4,1787386053.2122474,1787386053.2124538,16982.361444699,12.028932571411133,12.026055999740493
6,1787386053.2123122,1787386053.2127008,16982.361689489,11.996030807495117,11.995157001365442
7,1787386053.212385,1787386053.212781,16982.361768347,11.987924575805664,11.987632999080233
1,1787386053.216138,1787386053.2163692,16982.365363495,12.087345123291016,12.090557000192348
2,1787386053.2162905,1787386053.2167053,16982.36569613,8.257150650024414,8.253283998783445
3,1787386053.21625,1787386053.2168448,16982.365836554,7.963657379150391,7.958840000355849
5,1787386053.216392,1787386053.216957,16982.36594596,12.409448623657227,12.40936599788256
8,1787386053.2164695,1787386053.2170556,16982.366043433,8.07809829711914,8.078074002696667
4,1787386053.2203119,1787386053.220648,16982.369650473,8.194208145141602,8.20577400008915
6,1787386053.2203386,1787386053.2210467,16982.37003702,8.345842361450195,8.347530998435104
7,1787386053.2204244,1787386053.2211432,16982.370131297,8.362293243408203,8.36295000044629
1,1787386053.2241185,1787386053.2244322,16982.373428985,8.063077926635742,8.065490001172293
5,1787386053.2242923,1787386053.224836,16982.373829067,7.879018783569336,7.883107002271572
2,1787386053.2281218,1787386053.2285326,16982.377524303,11.827230453491211,11.828172999230446
3,1787386053.2283795,1787386053.228859,16982.377850687,12.014150619506836,12.014133000775473
8,1787386053.228444,1787386053.228958,16982.377946317,11.902332305908203,11.902883998118341
4,1787386053.232253,1787386053.2326298,16982.381629901,11.981725692749023,11.979427999904146
6,1787386053.2322776,1787386053.2327552,16982.381744055,11.708498001098633,11.707035002473276
7,1787386053.2323804,1787386053.2328453,16982.381833303,11.70206069946289,11.702005998813547
1,1787386053.2361283,1787386053.2364707,16982.385474107,12.038469314575195,12.045121999108233
2,1787386053.2361815,1787386053.2368295,16982.385819396,8.296966552734375,8.29509300092468
3,1787386053.236272,1787386053.2369213,16982.385909074,8.062362670898438,8.058387000346556
5,1787386053.2363071,1787386053.2370098,16982.3859971,12.173652648925781,12.168032997578848
8,1787386053.2363644,1787386053.2370987,16982.386086107,8.140802383422852,8.139789999404456
4,1787386053.2402093,1787386053.2403972,16982.389388925,7.767438888549805,7.7590239998244215
6,1787386053.2403097,1787386053.2406673,16982.389656709,7.912158966064453,7.912654000392649
7,1787386053.2404332,1787386053.2407534,16982.389740777,7.908105850219727,7.907473998784553
1,1787386053.2441618,1787386053.2444448,16982.393442104,7.974147796630859,7.967997000378091
5,1787386053.2443392,1787386053.244845,16982.393837317,7.835149765014648,7.840217000193661
2,1787386053.2481859,1787386053.2484348,16982.397426433,11.605262756347656,11.607036998611875
3,1787386053.2483435,1787386053.248765,16982.39775472,11.843681335449219,11.845646000438137
8,1787386053.2484386,1787386053.2488546,16982.397842175,11.755943298339844,11.756068000977393
4,1787386053.2522788,1787386053.2526474,16982.401653299,12.250185012817383,12.264373999641975
6,1787386053.252326,1787386053.2528782,16982.401875076,12.210845947265625,12.218366999150021
7,1787386053.2524405,1787386053.2532933,16982.402285617,12.539863586425781,12.544840003101854
1,1787386053.2561805,1787386053.256505,16982.405503726,12.060165405273438,12.061622001056094
2,1787386053.25631,1787386053.2568884,16982.405878801,8.453607559204102,8.452368001599098
3,1787386053.2562733,1787386053.2569864,16982.405976114,8.22138786315918,8.221394000429427
5,1787386053.2563949,1787386053.2570915,16982.40608025,12.24660873413086,12.242933000379708
8,1787386053.2564216,1787386053.2571812,16982.406168957,8.326530456542969,8.326782000949606
4,1787386053.2602787,1787386053.2604487,16982.409440206,7.801294326782227,7.78690700099105
6,1787386053.2603312,1787386053.2607162,16982.409705364,7.838010787963867,7.8302879992406815
7,1787386053.260446,1787386053.2608032,16982.409790835,7.509946823120117,7.505218000005698
1,1787386053.2641616,1787386053.264388,16982.41337946,7.8830718994140625,7.875733997934731
5,1787386053.2642899,1787386053.2646575,16982.413646743,7.565975189208984,7.566493000922492
2,1787386053.2681444,1787386053.2684472,16982.417442668,11.558771133422852,11.563866999495076
3,1787386053.2684183,1787386053.2689178,16982.417910487,11.931419372558594,11.934373000258347
8,1787386053.2683513,1787386053.2690594,16982.418048006,11.878252029418945,11.879048997798236
4,1787386053.2723024,1787386053.272592,16982.421592077,12.143373489379883,12.151871000241954
6,1787386053.272355,1787386053.272926,16982.421916447,12.209892272949219,12.211083001602674
7,1787386053.272444,1787386053.2730424,16982.422034189,12.239217758178711,12.2433539982012
