uav_id,source_timestamp_s,arrival_ros_s,arrival_monotonic_s,interarrival_ros_ms,interarrival_monotonic_ms
3,1787386050.0073392,1787386050.0077968,16979.156788771,11.902332305908203,11.905569001100957
8,1787386050.0075238,1787386050.0079067,16979.156895481,11.76595687866211,11.761327998101478
4,1787386050.0113776,1787386050.0116894,16979.160689733,12.069225311279297,12.077701998350676
6,1787386050.0113854,1787386050.0118387,16979.160829015,11.881113052368164,11.879860998305958
7,1787386050.0114958,1787386050.0123024,16979.161292947,12.217044830322266,12.218207000842085
1,1787386050.015313,1787386050.0156143,16979.164613509,12.135744094848633,12.14268500189064
2,1787386050.0153613,1787386050.0159879,16979.164979106,8.553266525268555,8.553207000659313
3,1787386050.0154731,1787386050.0161011,16979.165089895,8.304357528686523,8.301123998535331
5,1787386050.0155919,1787386050.0161917,16979.165179663,12.395858764648438,12.391993001074297
8,1787386050.0155323,1787386050.016279,16979.165266617,8.372306823730469,8.371136002097046
4,1787386050.0194266,1787386050.0196342,16979.168625651,7.944822311401367,7.935918001749087
6,1787386050.0194485,1787386050.0197544,16979.168743282,7.915735244750977,7.91426700016018
7,1787386050.0195913,1787386050.0201805,16979.169182488,7.87806510925293,7.8895410006225575
1,1787386050.0233052,1787386050.0235207,16979.172514541,7.906436920166016,7.901031996880192
5,1787386050.0233927,1787386050.0238194,16979.172809676,7.627725601196289,7.630013002199121
2,1787386050.0273094,1787386050.027513,16979.176504321,11.525154113769531,11.525214998982847
3,1787386050.0274026,1787386050.0278065,16979.176798934,11.705398559570312,11.709039001289057
8,1787386050.0276353,1787386050.0279312,16979.176920072,11.652231216430664,11.65345499975956
4,1787386050.0314329,1787386050.0317466,16979.18073846,12.11237907409668,12.112808999518165
6,1787386050.0314922,1787386050.0318682,16979.180858175,12.113809585571289,12.114893001125893
7,1787386050.031575,1787386050.0322738,16979.18126539,12.093305587768555,12.082902001566254
1,1787386050.0353048,1787386050.0355468,16979.184542089,12.026071548461914,12.0275480003329
2,1787386050.0353642,1787386050.035913,16979.184904751,8.39996337890625,8.400430000619963
3,1787386050.035479,1787386050.036035,16979.185024366,8.228540420532227,8.22543200047221
5,1787386050.0354702,1787386050.036147,16979.185135986,12.32767105102539,12.326309999480145
8,1787386050.0355413,1787386050.0362506,16979.185238919,8.319377899169922,8.318846998008667
4,1787386050.039419,1787386050.0396276,16979.188619854,7.880926132202148,7.881394001742592
6,1787386050.0394733,1787386050.0399284,16979.188918836,8.060216903686523,8.060660999035463
7,1787386050.0395675,1787386050.0400708,16979.189064981,7.797002792358398,7.799590999638895
1,1787386050.0432909,1787386050.0435743,16979.192570771,8.02755355834961,8.028682001167908
5,1787386050.0434556,1787386050.0439441,16979.192934264,7.797002792358398,7.798277998517733
2,1787386050.0472703,1787386050.0474935,16979.196487313,11.580467224121094,11.582561997784069
3,1787386050.0473874,1787386050.0477748,16979.196764524,11.739730834960938,11.740157999156509
8,1787386050.0475352,1787386050.0478797,16979.196868319,11.629104614257812,11.629399999947054
4,1787386050.0513449,1787386050.0516503,16979.200655027,12.022733688354492,12.03517300018575
6,1787386050.0514405,1787386050.0522902,16979.201283489,12.361764907836914,12.364653000986436
7,1787386050.0515332,1787386050.0524068,16979.20139621,12.336015701293945,12.331228997936705
1,1787386050.055249,1787386050.0554974,16979.204495617,11.923074722290039,11.92484599960153
2,1787386050.0553963,1787386050.0558302,16979.204820487,8.336782455444336,8.333174002473243
3,1787386050.0555284,1787386050.055975,16979.204967343,8.20016860961914,8.202819000871386
5,1787386050.055588,1787386050.0561907,16979.205195733,12.24660873413086,12.261469000804937
8,1787386050.0556479,1787386050.056394,16979.20538593,8.514404296875,8.517611000570469
4,1787386050.0594351,1787386050.0596645,16979.2086576,8.014202117919922,8.002572998520918
6,1787386050.0594802,1787386050.0599694,16979.208960108,7.679224014282227,7.676618999539642
7,1787386050.0595675,1787386050.0600824,16979.209071588,7.675647735595703,7.67537800129503
1,1787386050.0632584,1787386050.0634916,16979.212484343,7.994174957275391,7.988725999894086
5,1787386050.063428,1787386050.0637808,16979.212771032,7.590055465698242,7.575298997835489
2,1787386050.0672936,1787386050.0675533,16979.216545407,11.723041534423828,11.724919997504912
3,1787386050.0674171,1787386050.0678391,16979.21682906,11.864185333251953,11.86171699737315
8,1787386050.0674975,1787386050.067944,16979.216932504,11.549949645996094,11.546574001840781
4,1787386050.0713685,1787386050.0716662,16979.220658358,12.001752853393555,12.000758000795031
6,1787386050.071466,1787386050.072191,16979.221182894,12.221574783325195,12.222786001075292
7,1787386050.0715606,1787386050.0722928,16979.221281169,12.210369110107422,12.209581000206526
1,1787386050.0752943,1787386050.075613,16979.224610878,12.121438980102539,12.126534998969873
2,1787386050.075331,1787386050.076077,16979.225068518,8.523702621459961,8.523111002432415
3,1787386050.0754542,1787386050.0761826,16979.225171281,8.34345817565918,8.342221000930294
5,1787386050.0755439,1787386050.0762818,16979.225270067,12.501001358032227,12.499035001383163
8,1787386050.0756307,1787386050.076374,16979.225361739,8.430004119873047,8.429235000221524
4,1787386050.0793962,1787386050.0796149,16979.228607681,7.948637008666992,7.949323000502773
6,1787386050.0795226,1787386050.0799127,16979.228903166,7.721662521362305,7.720271998550743
7,1787386050.079522,1787386050.0800154,16979.22901152,7.722616195678711,7.730351000645896
1,1787386050.0832882,1787386050.0835016,16979.232493114,7.888555526733398,7.882236001023557
5,1787386050.0833743,1787386050.083771,16979.232765526,7.489204406738281,7.495459001802374
2,1787386050.087291,1787386050.0875142,16979.236507189,11.437177658081055,11.438671001087641
3,1787386050.0873888,1787386050.0878084,16979.236798697,11.62576675415039,11.627415999100776
8,1787386050.0875652,1787386050.0879033,16979.236892975,11.529207229614258,11.531235999427736
4,1787386050.0914245,1787386050.0916102,16979.240601466,11.995315551757812,11.993784999503987
6,1787386050.0914452,1787386050.0919626,16979.240952315,12.04991340637207,12.049149001541082
7,1787386050.091543,1787386050.092058,16979.241046031,12.042522430419922,12.034510997182224
2,1787386050.095245,1787386050.0954757,16979.244467392,7.961511611938477,7.960202998219756
1,1787386050.0954309,1787386050.0958195,16979.244809345,12.317895889282227,12.31623100102297
3,1787386050.095509,1787386050.0959094,16979.244900797,8.10098648071289,8.102100000542123
5,1787386050.0955536,1787386050.0959992,16979.244986659,12.228250503540039,12.221132998092799
8,1787386050.095638,1787386050.0960968,16979.245084763,8.193492889404297,8.191787997930078
4,1787386050.099423,1787386050.0995917,16979.248583049,7.981538772583008,7.981582999491366
6,1787386050.0994813,1787386050.0998564,16979.248845141,7.893800735473633,7.8928259972599335
7,1787386050.099599,1787386050.099947,16979.24893474,7.889032363891602,7.888709002145333
1,1787386050.1032677,1787386050.103544,16979.252538835,7.724523544311523,7.729490000201622
5,1787386050.1034155,1787386050.1039412,16979.252930461,7.941961288452148,7.943802000227151
2,1787386050.1072364,1787386050.1074545,16979.25644679,11.978864669799805,11.979398001130903
3,1787386050.1074011,1787386050.107731,16979.256720745,11.821746826171875,11.819948002084857
8,1787386050.10747,1787386050.107822,16979.256809733,11.725187301635742,11.724970001523616
4,1787386050.111372,1787386050.1115727,16979.26056439,11.981010437011719,11.981340998318046
6,1787386050.111426,1787386050.1119545,16979.260944234,12.098073959350586,12.099093000870198
7,1787386050.1115398,1787386050.112053,16979.261041307,12.105941772460938,12.106566999136703
1,1787386050.1153038,1787386050.1155713,16979.264563307,12.027263641357422,12.024471998302033
2,1787386050.1153955,1787386050.1158786,16979.264869092,8.424043655395508,8.422301998507464
3,1787386050.1153626,1787386050.1159813,16979.264976354,8.250236511230469,8.255608998297248
5,1787386050.1155195,1787386050.116121,16979.265127598,12.179851531982422,12.197136999020586
8,1787386050.1156662,1787386050.116281,16979.265271549,8.459091186523438,8.46181599990814
4,1787386050.1194487,1787386050.119757,16979.268758874,8.184194564819336,8.194484002160607
6,1787386050.119544,1787386050.1202712,16979.269265807,8.316755294799805,8.321573001012439
7,1787386050.1196394,1787386050.1203938,16979.269383818,8.340835571289062,8.342510998772923
1,1787386050.1232765,1787386050.1234996,16979.272495938,7.928371429443359,7.932631000585388
5,1787386050.123477,1787386050.1238139,16979.272804318,7.692813873291016,7.676720000745263
2,1787386050.1272619,1787386050.1275165,16979.276508751,11.63792610168457,11.639659001957625
3,1787386050.1274288,1787386050.1278098,16979.276799668,11.828422546386719,11.823314001958352
8,1787386050.1275446,1787386050.1279042,16979.276892172,11.623144149780273,11.620623001363128
4,1787386050.1313999,1787386050.1315897,16979.280581096,11.832714080810547,11.822222000773763
6,1787386050.1314838,1787386050.1319432,16979.280933328,11.672019958496094,11.667520997434622
7,1787386050.1315746,1787386050.1320508,16979.281038937,11.656999588012695,11.655119000351988
1,1787386050.1353557,1787386050.1355755,16979.28456762,12.07590103149414,12.071682001987938
2,1787386050.1354046,1787386050.1358922,16979.284882812,8.37564468383789,8.374060998903587
3,1787386050.1354904,1787386050.1359842,16979.284972441,8.174419403076172,8.172772999387234
5,1787386050.1355898,1787386050.1361556,16979.285164131,12.341737747192383,12.359813001239672
8,1787386050.135597,1787386050.1363761,16979.285366221,8.471965789794922,8.47404899832327
4,1787386050.1393938,1787386050.1396747,16979.288673528,8.085012435913086,8.0924319991027
6,1787386050.139402,1787386050.139796,16979.288785228,7.852792739868164,7.851900001696777
7,1787386050.1394975,1787386050.1401153,16979.289104819,8.064508438110352,8.065882000664715
1,1787386050.1432369,1787386050.1434553,16979.29244668,7.879734039306641,7.8790599982312415
5,1787386050.143443,1787386050.1437364,16979.292726116,7.580757141113281,7.561984999483684
2,1787386050.147286,1787386050.1475005,16979.296493868,11.608362197875977,11.611056001129327
3,1787386050.1474452,1787386050.1477816,16979.296771951,11.797428131103516,11.799510000855662
8,1787386050.147607,1787386050.147871,16979.296862681,11.494874954223633,11.49645999976201
4,1787386050.1513565,1787386050.1515496,16979.300541376,11.874914169311523,11.86784799938323
6,1787386050.1514,1787386050.151861,16979.300850317,12.064933776855469,12.065088998497231
7,1787386050.1515,1787386050.1519458,16979.300933082,11.830568313598633,11.828262999188155
1,1787386050.1552918,1787386050.1555362,16979.304529162,12.080907821655273,12.082482000550954
2,1787386050.1553323,1787386050.1558628,16979.30485261,8.362293243408203,8.358741997653851
3,1787386050.1554468,1787386050.1559527,16979.304940515,8.17108154296875,8.168563999788603
5,1787386050.1555123,1787386050.1560755,16979.305068406,12.339115142822266,12.342289999651257
8,1787386050.15557,1787386050.1561995,16979.305188912,8.328437805175781,8.326230999955442
4,1787386050.1593456,1787386050.159553,16979.308545552,8.003473281860352,8.004176001122687
6,1787386050.1594477,1787386050.1598287,16979.308818174,7.967710494995117,7.967857000039658
7,1787386050.1595314,1787386050.1599157,16979.308903435,7.969856262207031,7.970353002747288
1,1787386050.1632679,1787386050.1635208,16979.312511577,7.984638214111328,7.982415001606569
5,1787386050.1635015,1787386050.1637821,16979.312770974,7.706642150878906,7.702568000240717
2,1787386050.167258,1787386050.167675,16979.316679241,11.812210083007812,11.826631001895294
3,1787386050.167337,1787386050.168128,16979.317118737,12.175321578979492,12.178221997601213
8,1787386050.1674726,1787386050.168221,16979.317208506,12.021541595458984,12.019593999866629
4,1787386050.1714015,1787386050.1716025,16979.320594601,12.049436569213867,12.049048997141654
6,1787386050.1714292,1787386050.171936,16979.320925413,12.107372283935547,12.10723900294397
7,1787386050.171517,1787386050.1720257,16979.32101448,12.109994888305664,12.111044998164289
1,1787386050.175279,1787386050.1755326,16979.324526241,12.01176643371582,12.014663996524177
2,1787386050.1754096,1787386050.1758373,16979.324827758,8.162260055541992,8.148516997607658
3,1787386050.1755228,1787386050.1759613,16979.324953915,7.833242416381836,7.83517799936817
5,1787386050.1755762,1787386050.1760893,16979.32507879,12.307167053222656,12.307815999520244
8,1787386050.1756344,1787386050.1761832,16979.325171274,7.962226867675781,7.962767998833442
4,1787386050.1794617,1787386050.179646,16979.328637269,8.043527603149414,8.04266800332698
6,1787386050.179482,1787386050.1799176,16979.328906825,7.981538772583008,7.981411999935517
7,1787386050.179584,1787386050.1800084,16979.328996183,7.982730865478516,7.981703001860296
1,1787386050.1832974,1787386050.183533,16979.332526269,8.000373840332031,8.000028003152693
5,1787386050.1834757,1787386050.1837993,16979.332788562,7.709980010986328,7.709771998634096
2,1787386050.187279,1787386050.187527,16979.336520978,11.68966293334961,11.693219999870053
3,1787386050.1875095,1787386050.1878018,16979.336791406,11.840581893920898,11.837491001642775
8,1787386050.1876884,1787386050.1880517,16979.337040094,11.868476867675781,11.868820001836866
4,1787386050.191367,1787386050.1915708,16979.340562976,11.92474365234375,11.925706996407825
6,1787386050.1914098,1787386050.1919239,16979.340913304,12.006282806396484,12.006478998955572
7,1787386050.191494,1787386050.1920085,16979.34099594,12.000083923339844,11.999757000012323
1,1787386050.1952944,1787386050.1955702,16979.34456599,12.037277221679688,12.039720997563563
2,1787386050.1953647,1787386050.1956968,16979.344688771,8.169889450073242,8.167793002940016
3,1787386050.195499,1787386050.1959662,16979.344955302,8.164405822753906,8.16389600004186
5,1787386050.195533,1787386050.1960664,16979.345054318,12.267112731933594,12.265756002307171
8,1787386050.1956835,1787386050.1961515,16979.345139378,8.099794387817383,8.09928400121862
4,1787386050.1993628,1787386050.1995425,16979.348534149,7.971763610839844,7.9711730031704064
6,1787386050.199408,1787386050.1998084,16979.348798346,7.884502410888672,7.8850419995433185
7,1787386050.199464,1787386050.1998951,16979.348882885,7.886648178100586,7.886944997153478
1,1787386050.203281,1787386050.2034905,16979.352482401,7.920265197753906,7.916410999314394
5,1787386050.203416,1787386050.2037637,16979.35275316,7.697343826293945,7.698842000536388
2,1787386050.207246,1787386050.2074645,16979.35645589,11.76762580871582,11.767118998250226
3,1787386050.2074394,1787386050.2077672,16979.356757747,11.801004409790039,11.802444998465944
8,1787386050.2076204,1787386050.2080169,16979.357027234,11.865377426147461,11.887855998793384
4,1787386050.211373,1787386050.2116208,16979.360624306,12.078285217285156,12.09015699714655
6,1787386050.21144,1787386050.2120802,16979.361071416,12.271881103515625,12.273069998627761
7,1787386050.211514,1787386050.2121885,16979.361176654,12.293338775634766,12.293769003008492
1,1787386050.215318,1787386050.2155786,16979.364570032,12.08806037902832,12.087631002941635
2,1787386050.2153568,1787386050.216106,16979.365106891,8.641481399536133,8.651001000544056
3,1787386050.2154918,1787386050.2162504,16979.365240322,8.483171463012695,8.482575001835357
5,1787386050.2155018,1787386050.2163525,16979.365340731,12.588739395141602,12.587571000040043
8,1787386050.215564,1787386050.2164452,16979.365433015,8.428335189819336,8.405780998145929
4,1787386050.2194145,1787386050.2195957,16979.368587524,7.974863052368164,7.963218002259964
6,1787386050.2194593,1787386050.2198663,16979.368855999,7.786035537719727,7.784583001921419
7,1787386050.2195625,1787386050.219955,16979.368942301,7.766485214233398,7.765646998450393
1,1787386050.223283,1787386050.2235122,16979.372503786,7.933616638183594,7.933753997349413
5,1787386050.223425,1787386050.2237859,16979.372775456,7.433414459228516,7.434724997438025
2,1787386050.2273557,1787386050.227569,16979.376561333,11.463165283203125,11.454441999376286
3,1787386050.2275138,1787386050.2278347,16979.376823876,11.584281921386719,11.583553998207208
8,1787386050.2275653,1787386050.2279217,16979.376909247,11.476516723632812,11.476232000859454
4,1787386050.2314017,1787386050.2315898,16979.380581279,11.994123458862305,11.993755000730744
6,1787386050.231509,1787386050.232014,16979.381012981,12.147665023803711,12.156982000306016
7,1787386050.2316465,1787386050.2321107,16979.381098752,12.155771255493164,12.156451000919333
1,1787386050.2352815,1787386050.2356627,16979.384658313,12.15052604675293,12.15452700125752
2,1787386050.2353284,1787386050.2360797,16979.38507186,8.510589599609375,8.510527000908041
3,1787386050.235462,1787386050.2362125,16979.385200151,8.377790451049805,8.376275000046007
5,1787386050.2356002,1787386050.2363474,16979.385335055,12.561559677124023,12.559599002997857
8,1787386050.2356493,1787386050.2364256,16979.385412601,8.503913879394531,8.503354001732077
4,1787386050.2393858,1787386050.239599,16979.388593149,8.009195327758789,8.011869998881593
6,1787386050.2394462,1787386050.239896,16979.38888615,7.882118225097656,7.873169000959024
7,1787386050.2395377,1787386050.2400026,16979.388993452,7.89189338684082,7.894700000179
1,1787386050.243259,1787386050.2434695,16979.392461831,7.8067779541015625,7.8035180013102945
5,1787386050.2434757,1787386050.2437675,16979.392758218,7.420063018798828,7.423162998748012
2,1787386050.2473195,1787386050.2476013,16979.396596012,11.521577835083008,11.524151999765309
3,1787386050.2474396,1787386050.2479928,16979.396985334,11.780261993408203,11.785183000029065
8,1787386050.2476346,1787386050.24813,16979.397120518,11.704444885253906,11.707916997693246
4,1787386050.2513366,1787386050.2515123,16979.400503788,11.913299560546875,11.910639001143863
6,1787386050.251403,1787386050.251815,16979.400804764,11.919021606445312,11.918614000023808
7,1787386050.2515433,1787386050.2519052,16979.400892879,11.902570724487305,11.899426997842966
1,1787386050.2552383,1787386050.2554414,16979.404435368,11.97195053100586,11.97353699899395
2,1787386050.2553225,1787386050.2557743,16979.404766982,8.172988891601562,8.170969998900546
3,1787386050.2553978,1787386050.2558928,16979.404880846,7.899999618530273,7.895512000686722
5,1787386050.255439,1787386050.255975,16979.404962369,12.207508087158203,12.204151000332786
8,1787386050.2555811,1787386050.2560627,16979.405049893,7.9326629638671875,7.929375002277084
6,1787386050.259445,1787386050.2596118,16979.408602331,7.796764373779297,7.797566999215633
4,1787386050.2594662,1787386050.2598708,16979.408859905,8.358478546142578,8.356116999493679
7,1787386050.2595356,1787386050.259954,16979.408941308,8.048772811889648,8.048429001064505
1,1787386050.2632594,1787386050.263443,16979.412434745,8.001565933227539,7.999377001397079
5,1787386050.263385,1787386050.2637076,16979.412696827,7.732629776000977,7.734457998594735
2,1787386050.267292,1787386050.2675934,16979.416606276,11.819124221801758,11.839294002129463
3,1787386050.2674503,1787386050.2679503,16979.416947397,12.05754280090332,12.066551000316394
8,1787386050.2675264,1787386050.2680569,16979.417045001,11.994123458862305,11.99510799779091
6,1787386050.2714822,1787386050.2716775,16979.420670616,12.065649032592773,12.068284999259049
4,1787386050.2715132,1787386050.2720404,16979.421030503,12.169599533081055,12.170597998192534
7,1787386050.2715719,1787386050.2721276,16979.421115713,12.173652648925781,12.174405001132982
1,1787386050.2753198,1787386050.2755675,16979.42456136,12.12453842163086,12.126614998123841
2,1787386050.2753472,1787386050.2756991,16979.424690432,8.105754852294922,8.084155997494236
3,1787386050.275457,1787386050.2759821,16979.424971681,8.031845092773438,8.02428400129429
5,1787386050.2755213,1787386050.2761135,16979.425105021,12.405872344970703,12.408194001181982
8,1787386050.2756035,1787386050.2762275,16979.425216581,8.170604705810547,8.171580000635004
4,1787386050.2793815,1787386050.279701,16979.428695531,7.660627365112305,7.6650280025205575
6,1787386050.279453,1787386050.2798393,16979.428829913,8.161783218383789,8.159296998201171
7,1787386050.2795374,1787386050.2802155,16979.429207924,8.087873458862305,8.092210999166127
1,1787386050.28327,1787386050.2834997,16979.432490654,7.932186126708984,7.929293999040965
5,1787386050.2834537,1787386050.2837596,16979.432748249,7.646083831787109,7.643228000233648
2,1787386050.287243,1787386050.2874632,16979.436457341,11.764049530029297,11.766908999561565
3,1787386050.2873845,1787386050.28775,16979.436739812,11.767864227294922,11.768131000280846
8,1787386050.287509,1787386050.287842,16979.436829811,11.614561080932617,11.613229999056784
4,1787386050.2914038,1787386050.2916129,16979.440604386,11.911869049072266,11.908854998182505
6,1787386050.291477,1787386050.2919528,16979.440942291,12.113571166992188,12.112378000892932
7,1787386050.291574,1787386050.292042,16979.441029555,11.826515197753906,11.821631000202615
2,1787386050.2952483,1787386050.2954829,16979.444475663,8.019685745239258,8.018322001589695
1,1787386050.2953353,1787386050.295788,16979.444778082,12.288331985473633,12.287428002309753
3,1787386050.2953906,1787386050.2959,16979.444888429,8.150100708007812,8.148616998369107
5,1787386050.2954974,1787386050.2959814,16979.44496879,12.221813201904297,12.220541000715457
8,1787386050.2956502,1787386050.2962306,16979.44521891,8.388519287109375,8.389099002670264
4,1787386050.299429,1787386050.2996235,16979.448615054,8.010625839233398,8.010667999769794
6,1787386050.2994397,1787386050.299727,16979.448715232,7.774114608764648,7.7729410004394595
7,1787386050.2995756,1787386050.2999887,16979.448977625,7.94672966003418,7.9480700005660765
1,1787386050.3032746,1787386050.30353,16979.452521597,7.7419281005859375,7.743514997855527
5,1787386050.3034906,1787386050.303806,16979.452795432,7.82465934753418,7.82664199869032
2,1787386050.307396,1787386050.30765,16979.456644898,12.167215347290039,12.169235000328626
3,1787386050.3074665,1787386050.3080523,16979.45704492,12.15219497680664,12.156491000496317
8,1787386050.3075042,1787386050.3081875,16979.457177739,11.956930160522461,11.958828999922844
4,1787386050.3113868,1787386050.3115745,16979.460565848,11.950969696044922,11.950793999858433
6,1787386050.3114016,1787386050.3116758,16979.460665015,11.948823928833008,11.949783001909964
7,1787386050.3114936,1787386050.3120308,16979.461020763,12.042045593261719,12.043137998261955
1,1787386050.3153923,1787386050.3156135,16979.464608187,12.08353042602539,12.086590002581943
2,1787386050.3154185,1787386050.3159456,16979.464937375,8.295536041259766,8.292476999486098
3,1787386050.3154604,1787386050.316088,16979.465080805,8.035659790039062,8.035884999117116
5,1787386050.3155074,1787386050.3162107,16979.465199949,12.404680252075195,12.404517001414206
8,1787386050.3156176,1787386050.3163118,16979.465299686,8.124351501464844,8.12194699756219
4,1787386050.3193877,1787386050.3195734,16979.468565285,7.998943328857422,7.999436998943565
6,1787386050.3194234,1787386050.3198528,16979.468842576,8.177042007446289,8.17756099786493
7,1787386050.3195117,1787386050.3199425,16979.468930221,7.91168212890625,7.909457999630831
1,1787386050.3233266,1787386050.323526,16979.472517414,7.912397384643555,7.909226998890517
5,1787386050.323367,1787386050.323818,16979.47280784,7.607221603393555,7.607890998770017
2,1787386050.3273056,1787386050.327599,16979.47659555,11.653423309326172,11.658175000775373
3,1787386050.327448,1787386050.328004,16979.476996864,11.915922164916992,11.916059000213863
8,1787386050.3275332,1787386050.3281522,16979.477142999,11.840343475341797,11.843313001008937
4,1787386050.3313406,1787386050.3317688,16979.480773513,12.195348739624023,12.20822800314636
6,1787386050.3313901,1787386050.3319292,16979.480919347,12.076377868652344,12.076770999556175
7,1787386050.3315055,1787386050.33256,16979.481558719,12.61758804321289,12.62849799968535
2,1787386050.3352563,1787386050.33555,16979.484544882,7.951021194458008,7.949332000862341
1,1787386050.3353794,1787386050.335885,16979.484875223,12.359142303466797,12.357808998785913
3,1787386050.3354735,1787386050.3359885,16979.484976654,7.984638214111328,7.979789999808418
5,1787386050.3354986,1787386050.3360825,16979.485069959,12.264490127563477,12.2621189984784
8,1787386050.335666,1787386050.3361635,16979.485150741,8.011341094970703,8.007741998881102
6,1787386050.3393493,1787386050.339568,16979.488559989,7.638692855834961,7.640642001206288
4,1787386050.3395019,1787386050.3398623,16979.488852239,8.093595504760742,8.078725997620495
7,1787386050.339449,1787386050.3399568,16979.488944602,7.396697998046875,7.3858830000972375
1,1787386050.3432832,1787386050.3434768,16979.492467955,7.591724395751953,7.592731999466196
5,1787386050.3434293,1787386050.3437452,16979.492734617,7.662773132324219,7.664658001885982
3,1787386050.347445,1787386050.347628,16979.496619068,11.639595031738281,11.64241399965249
2,1787386050.3474967,1787386050.3478923,16979.496881462,12.342214584350586,12.33657999910065
8,1787386050.3475635,1787386050.3479807,16979.496968225,11.817216873168945,11.817484002676792
4,1787386050.3513548,1787386050.3515568,16979.500549587,11.69443130493164,11.697347999870544
6,1787386050.351409,1787386050.35193,16979.500919832,12.362003326416016,12.359843000012916
7,1787386050.3515005,1787386050.3520625,16979.501056329,12.105703353881836,12.111727002775297
1,1787386050.3554208,1787386050.3556418,16979.504635988,12.165069580078125,12.168033001216827
2,1787386050.3554976,1787386050.3559563,16979.504946802,8.064031600952148,8.065340000030119
3,1787386050.3554804,1787386050.3560672,16979.505055627,8.439064025878906,8.436559000983834
5,1787386050.35556,1787386050.3561563,16979.505144183,12.411117553710938,12.409565999405459
8,1787386050.355692,1787386050.3562403,16979.50522766,8.25953483581543,8.259434998763027
6,1787386050.359374,1787386050.3595774,16979.508569612,7.647514343261719,7.6497800000652205
4,1787386050.3594406,1787386050.3598776,16979.508867722,8.320808410644531,8.318135001900373
7,1787386050.3594985,1787386050.359979,16979.508967059,7.916450500488281,7.910729997092858
1,1787386050.3633275,1787386050.363511,16979.512502825,7.869243621826172,7.866837000619853
5,1787386050.3634002,1787386050.3637931,16979.512782581,7.636785507202148,7.638398001290625
2,1787386050.367307,1787386050.367531,16979.516524425,11.574745178222656,11.577622997720027
3,1787386050.3674345,1787386050.3678386,16979.516828877,11.771440505981445,11.773250000260305
8,1787386050.3676553,1787386050.367945,16979.516933063,11.704683303833008,11.705403001542436
4,1787386050.3713608,1787386050.3715847,16979.520577544,11.707067489624023,11.709821999829728
6,1787386050.3714423,1787386050.3720024,16979.520993586,12.424945831298828,12.423973999830196
7,1787386050.3715422,1787386050.3721154,16979.521104755,12.136459350585938,12.137696001445875
1,1787386050.3752878,1787386050.375566,16979.52456043,12.054920196533203,12.057604999426985
2,1787386050.3753145,1787386050.375724,16979.524714159,8.193016052246094,8.189734002371551
3,1787386050.375465,1787386050.3760386,16979.525028961,8.199930191040039,8.200084001146024
5,1787386050.3754306,1787386050.3761399,16979.525127827,12.346744537353516,12.345245999313192
8,1787386050.3755014,1787386050.3762336,16979.525221533,8.28862190246582,8.28846999866073
6,1787386050.3794947,1787386050.3797035,16979.528695373,7.70115852355957,7.701786998950411
4,1787386050.379565,1787386050.3799877,16979.528977643,8.40306282043457,8.4000989991182
7,1787386050.379624,1787386050.3800912,16979.529079575,7.97581672668457,7.974820000526961
1,1787386050.383274,1787386050.383492,16979.532484996,7.925987243652344,7.924566001747735
5,1787386050.383466,1787386050.3838108,16979.532801281,7.670879364013672,7.673453997995239
2,1787386050.3873224,1787386050.3876202,16979.536612244,11.896133422851562,11.898084998392733
3,1787386050.3875062,1787386050.3879197,16979.536909563,11.881113052368164,11.88060200001928
8,1787386050.3874855,1787386050.3880258,16979.537016164,11.792182922363281,11.794630998338107
4,1787386050.3913405,1787386050.3915892,16979.540582097,11.601448059082031,11.60445400091703
6,1787386050.3913846,1787386050.3919878,16979.540978742,12.284278869628906,12.283369000215316
7,1787386050.3915167,1787386050.3920982,16979.541086815,12.006998062133789,12.007239998638397
1,1787386050.3953588,1787386050.3956208,16979.544613424,12.128829956054688,12.12842799941427
2,1787386050.395478,1787386050.3959272,16979.544917666,8.30698013305664,8.305422001285478
3,1787386050.3956203,1787386050.3960373,16979.54502612,8.11767578125,8.116556997265434
5,1787386050.3955128,1787386050.396139,16979.54512732,12.328147888183594,12.326039002800826
8,1787386050.3955603,1787386050.396229,16979.545216799,8.203268051147461,8.200635002140189
4,1787386050.3993678,1787386050.3995986,16979.548591282,8.00943374633789,8.009184999536956
6,1787386050.3994465,1787386050.399893,16979.5488832,7.905244827270508,7.904458001576131
7,1787386050.3995287,1787386050.399997,16979.548985212,7.898807525634766,7.898397001554258
1,1787386050.403227,1787386050.4034672,16979.552458641,7.846355438232422,7.845216998248361
5,1787386050.4034178,1787386050.4037936,16979.552784885,7.654666900634766,7.6575649982260074
2,1787386050.4072988,1787386050.4075544,16979.556549571,11.627197265625,11.631904999376275
3,1787386050.4073892,1787386050.4078758,16979.556866447,11.838436126708984,11.840327002573758
8,1787386050.407596,1787386050.407979,16979.556967577,11.749982833862305,11.750777997804107
4,1787386050.4113536,1787386050.411632,16979.560625142,12.033462524414062,12.033859999064589
6,1787386050.411359,1787386050.4117522,16979.560741821,11.85917854309082,11.858620997372782
7,1787386050.4114592,1787386050.4121633,16979.561153746,12.166261672973633,12.168533998192288
1,1787386050.415333,1787386050.4157476,16979.564759263,12.280464172363281,12.300622001930606
2,1787386050.415606,1787386050.416302,16979.565295221,8.747577667236328,8.745650000491878
