experiment_id,batch_id,phase,scenario,method,trial,seed,minimum_inter_agent_distance,mean_min_distance,closest_pair,collision_event_count,violation_sample_count,violation_event_count,risk_exposure_time,risk_integral,iapf_activation_time,iapf_activation_ratio,mean_repulsion_norm,max_repulsion_norm,position_saturation_ratio,acceleration_saturation_ratio,peak_acceleration_setpoint,integrated_squared_acceleration,mean_trajectory_deviation,max_trajectory_deviation,actual_path_length,nominal_path_length,path_length_ratio,recovery_time,stall_event_count,safe_completion_ratio,final_formation_error,mission_success,failure_reason
dense_infeasible-M0-t06-ed91a52b8a,exp08-formal-20260728,stress,dense_infeasible,M0,6,47,0.9914872647722353,2.481401373660981,1-8,0,15,1,0.7499992847442627,2.6907521188123687e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.4157390353600436,0.6843376203449067,0.5170041778711757,1.3476731556102446,42.5377068722194,37.97153074258159,1.12025262190753,0.0,0,1.0,0.2639673828179131,True,none
dense_infeasible-M0-t07-24fca0bc87,exp08-formal-20260728,stress,dense_infeasible,M0,7,48,1.014287641046647,2.7068800948405065,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108999787536531,0.6830967135564675,0.4551492758310771,1.2759411204399742,39.172770580115255,36.46684465351632,1.07420235976841,0.0,1,1.0,0.0824391754070334,True,none
dense_infeasible-M0-t08-5561307c84,exp08-formal-20260728,stress,dense_infeasible,M0,8,49,0.9977933177251936,2.701639505561208,3-4,0,5,1,0.2499997615814209,7.926690319795575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.4136659585113933,0.6907412681645747,0.4603136711272312,1.268529489484027,39.43510410779672,36.755421744529066,1.072905771069448,0.0,0,1.0,0.088664254661363,True,none
dense_infeasible-M0-t09-2875b53949,exp08-formal-20260728,stress,dense_infeasible,M0,9,50,1.0200541150203686,2.674139503230406,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122524777142627,0.6788265509459215,0.4862265204810691,1.282307300603637,39.75555552821204,37.18051306829843,1.0692578516919171,0.0,0,1.0,0.1709555411845572,True,none
dense_infeasible-M0-t10-1692090b18,exp08-formal-20260728,stress,dense_infeasible,M0,10,51,1.0189164292945485,2.663031455336639,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4089670510623661,0.6809239474183146,0.4793505096075199,1.3378694507142714,40.22745867049058,37.636403489906506,1.0688443884198169,0.0,0,1.0,0.0721831886239084,True,none
dense_infeasible-M1-t01-665761dc0c,exp08-formal-20260728,stress,dense_infeasible,M1,1,42,1.098061255461591,2.7264423481301168,4-5,0,0,0,0.0,0.0,4.067205905914307,0.3691617477482647,1.789556709669792,3.657673299602226,0.0,0.0,0.4086709149894363,0.6741277284046641,0.5289487488762176,1.3042349890317428,41.773939631529984,38.72607661524768,1.078703119000758,,0,0.5,0.2924648620533191,False,none
dense_infeasible-M1-t01-3a3785ba9d,exp08-formal-20260728,pilot,dense_infeasible,M1,1,9001,1.1089122976197645,2.7473899383403624,3-4,0,0,0,0.0,0.0,4.0763866901397705,0.3698583488538766,1.7793033626682475,3.77754142355328,0.0,0.0,0.4137872224474614,0.6816954250253113,0.484739298436717,1.305458736461201,39.7408658100798,36.72972195399877,1.081981123076626,,1,0.875,0.2540300264156913,False,none
dense_infeasible-M1-t02-5eb3e3556f,exp08-formal-20260728,stress,dense_infeasible,M1,2,43,1.1021887314444352,2.7165084182345707,4-5,0,0,0,0.0,0.0,4.049943923950195,0.367571650165065,1.7799814083466197,3.6133235746533567,0.0,0.0,0.4109078823608506,0.6821958287434079,0.4838596600407763,1.2742948104503635,39.75325403967932,36.91653522157526,1.0768414154003865,,1,1.0,0.2581103469171339,True,none
dense_infeasible-M1-t02-5259bf4ff5,exp08-formal-20260728,pilot,dense_infeasible,M1,2,9002,1.1022020459353892,2.738034657916516,1-2,0,0,0,0.0,0.0,4.04248046875,0.3668415450355251,1.787656896227629,3.662440685763388,0.0,0.0,0.4101833340272862,0.6789478809907921,0.5056111962477036,1.2870249733332448,39.94388890047793,37.03290924242669,1.0786052113539133,,0,1.0,0.2778549558217239,True,none
dense_infeasible-M1-t03-018d8eff08,exp08-formal-20260728,stress,dense_infeasible,M1,3,44,1.112946387686271,2.7466567729819635,6-7,0,0,0,0.0,0.0,4.049016714096069,0.3674261893451339,1.7785670248174874,3.479869993892602,0.0,0.0,0.4102720339024509,0.6813917940747906,0.4772679837313221,1.2504425875074276,40.52465871803586,38.373111313997725,1.056069141395196,,0,1.0,0.21904886638159,True,none
dense_infeasible-M1-t03-bd8fc29060,exp08-formal-20260728,pilot,dense_infeasible,M1,3,9003,1.1012289860708553,2.752786048914239,2-3,0,0,0,0.0,0.0,4.027616262435913,0.3658698106591637,1.7806870080636674,3.674994939645651,0.0,0.0,0.4143295040839652,0.6840279707469386,0.4755960497839687,1.309628897212825,39.74495612481501,37.1583735112475,1.0696096833405415,,0,1.0,0.2236261929424579,True,none
dense_infeasible-M1-t04-7d31bf7672,exp08-formal-20260728,stress,dense_infeasible,M1,4,45,1.1224375227279964,2.753839279528569,5-6,0,0,0,0.0,0.0,4.02955174446106,0.3656748416693805,1.756519190949378,3.3980895285182453,0.0,0.0,0.4159049200655721,0.6798923248559525,0.548578967515645,1.2937722431193492,41.74109278140625,39.11942897715204,1.0670169241423593,,0,0.75,0.2801836265364836,False,none
dense_infeasible-M1-t05-ab0adbc18d,exp08-formal-20260728,stress,dense_infeasible,M1,5,46,1.0992302956759017,1.9908425887929804,4-5,0,0,0,0.0,0.0,15.137146472930908,0.6843954148355158,1.5876113586856255,3.703342488819392,0.0,0.0,0.4091694382142036,0.6818099666557174,0.4463187872686267,1.306632615782851,47.39005197088078,37.59094324527946,1.2606773834235154,,0,0.75,0.2881699602983824,False,none
dense_infeasible-M1-t06-99feb4a4bc,exp08-formal-20260728,stress,dense_infeasible,M1,6,47,1.1101392951635454,2.738038030953005,5-6,0,0,0,0.0,0.0,4.072571039199829,0.3696445488825651,1.7594674183537626,3.5524827629611684,0.0,0.0,0.4127949780331209,0.6845998883105171,0.5306443043063085,1.3515181221587311,41.13561611776155,38.02492921946276,1.0818065138358393,,0,1.0,0.2651695699585306,True,none
dense_infeasible-M1-t07-6727ffc09b,exp08-formal-20260728,stress,dense_infeasible,M1,7,48,1.1085036494569245,2.751109130149818,4-5,0,0,0,0.0,0.0,4.050546407699585,0.3675115767114806,1.8004091400478817,3.651055046951329,0.0,0.0,0.414848526657455,0.6797957736667534,0.4664897845637868,1.2998967448897043,39.40774943638276,36.5102163452047,1.079362254766771,,1,1.0,0.2321218318003683,True,none
dense_infeasible-M1-t08-04534af1ab,exp08-formal-20260728,stress,dense_infeasible,M1,8,49,1.109562230801206,2.747611594459468,4-5,0,0,0,0.0,0.0,4.05925726890564,0.3683631704657261,1.7380214818108313,3.5344018141380875,0.0,0.0,0.4107203705090085,0.6855491459817437,0.4801714896954475,1.2968309497067352,39.70593299455827,37.3194566348868,1.0639472429360226,,0,1.0,0.2208467782352201,True,none
dense_infeasible-M1-t09-be9629fee8,exp08-formal-20260728,stress,dense_infeasible,M1,9,50,1.1068423259487612,2.725303962605545,4-5,0,0,0,0.0,0.0,4.069706916809082,0.3693369456382612,1.75740300507266,3.506210434892284,0.0,0.0,0.4165677801546745,0.6816382288154068,0.5455201778321548,1.3927192862293256,41.7272720923124,39.22378852335122,1.063825644161598,,0,0.5,0.3004113447704505,False,none
dense_infeasible-M1-t10-06340701e4,exp08-formal-20260728,stress,dense_infeasible,M1,10,51,1.1008219402374022,2.744329008811621,3-4,0,0,0,0.0,0.0,4.044801712036133,0.367192274687791,1.7614489624128906,3.642741301736756,0.0,0.0,0.4167756656658805,0.6782704222610203,0.468987185375745,1.2733846580480184,39.16296539233957,36.88393405962503,1.0617892692528503,,0,1.0,0.2306079029940214,True,none
dense_infeasible-M2-t01-d3a7e19f19,exp08-formal-20260728,stress,dense_infeasible,M2,1,42,1.094450944338309,2.742312786525998,2-3,0,0,0,0.0,0.0,4.052606344223023,0.3678098682464918,1.7903106309002763,3.7360430084105194,0.0,0.0,0.4076505683897717,0.6731250781305613,0.4721124369604134,1.2663562384567624,39.31112864008144,36.1772821085789,1.0866247089014849,,0,1.0,0.2354451688018277,True,none
dense_infeasible-M2-t01-fb0d0fce7f,exp08-formal-20260728,pilot,dense_infeasible,M2,1,9001,1.1051868694593672,2.744372214419652,7-8,0,0,0,0.0,0.0,4.070456027984619,0.3693760455597389,1.833790176339343,3.608936233887734,0.0,0.0,0.4121485999874076,0.6807742559102455,0.4770362093955003,1.3059445959713654,39.640093145681895,36.65708333924563,1.0813760816382958,,0,1.0,0.2503161947113208,True,none
dense_infeasible-M2-t02-8ddf498c51,exp08-formal-20260728,stress,dense_infeasible,M2,2,43,1.1054845672354876,2.751877033189444,3-4,0,0,0,0.0,0.0,4.042024612426758,0.3668052170155155,1.8168535730363071,3.645599674413965,0.0,0.0,0.4144191775930145,0.6803343460494582,0.4754447458095874,1.317594568465439,39.612427764072216,36.93415138379333,1.0725149023311285,,0,1.0,0.2292322566134757,True,none
dense_infeasible-M2-t02-c72c73b511,exp08-formal-20260728,pilot,dense_infeasible,M2,2,9002,1.1074222396331816,2.7310559731246205,2-3,0,0,0,0.0,0.0,4.076453447341919,0.369964453053493,1.796243326182945,3.5863044497810246,0.0,0.0,0.4116284433287693,0.678006980455184,0.4998884486221921,1.2783902964841531,40.12326911203813,37.46396739060213,1.070982917898415,,0,1.0,0.2420677882986243,True,none
dense_infeasible-M2-t03-50463c729c,exp08-formal-20260728,stress,dense_infeasible,M2,3,44,1.1021056175511357,2.742104338299149,1-8,0,0,0,0.0,0.0,4.03656792640686,0.3664014219599556,1.8044267293837477,3.801622821210219,0.0,0.0,0.4090002477183946,0.6759809186863517,0.4899483077800655,1.2725655780044296,39.59096715081778,36.47326650327546,1.0854790630628692,,0,0.75,0.274193576997767,False,none
dense_infeasible-M2-t03-9174d8b663,exp08-formal-20260728,pilot,dense_infeasible,M2,3,9003,1.1169164580069249,2.756294073689999,3-4,0,0,0,0.0,0.0,4.02595853805542,0.3653105412208011,1.7823916369554027,3.461589753809612,0.0,0.0,0.4118364973492877,0.6812446339030499,0.5084319961632882,1.2947932390803285,40.672957789841576,37.77134054475394,1.076820605338315,,0,1.0,0.2281238690331006,True,none
dense_infeasible-M2-t04-c9efc070eb,exp08-formal-20260728,stress,dense_infeasible,M2,4,45,1.09878593598037,2.74352394018137,3-4,0,0,0,0.0,0.0,4.057727575302124,0.3682662263400101,1.8074800052701216,3.714404988184876,0.0,0.0,0.4114184988247368,0.6797477186584433,0.5046649121475343,1.2935422999466857,40.57808811132085,37.4481096378472,1.0835817482843064,,0,1.0,0.2532686276426559,True,none
dense_infeasible-M2-t05-8a0af64cf7,exp08-formal-20260728,stress,dense_infeasible,M2,5,46,1.1072518137959462,2.7482604503612604,1-8,0,0,0,0.0,0.0,4.049171209335327,0.3675326467281165,1.780302109084438,3.6359905825347942,0.0,0.0,0.4133054794993298,0.684644871587384,0.4648515459192097,1.3057686453568598,39.46761135566452,36.64550095644466,1.0770111016513078,,2,1.0,0.2190905050490438,True,none
dense_infeasible-M2-t06-9fa3496804,exp08-formal-20260728,stress,dense_infeasible,M2,6,47,1.0954003500067135,2.7108314437643384,3-4,0,0,0,0.0,0.0,4.246690034866333,0.379126647124474,1.7835115366996024,3.798953016720752,0.0,0.0,0.4107707436136779,0.6822824530532265,0.552368484729316,1.3261814687465756,41.588154000297045,38.160031600838906,1.0898354182542862,,0,0.5,0.3112848818758137,False,none
dense_infeasible-M2-t07-63f63b6e95,exp08-formal-20260728,stress,dense_infeasible,M2,7,48,1.0999940277689937,2.75511165617048,3-4,0,0,0,0.0,0.0,4.052552223205566,0.3678232305577413,1.7885298628423285,3.646612450009688,0.0,0.0,0.4138453703281989,0.6835159519303917,0.5090084126150483,1.3294865637087778,40.32854664523806,37.77160266542416,1.0676948765574756,,0,1.0,0.248569184714289,True,none
dense_infeasible-M2-t08-15a46f101e,exp08-formal-20260728,stress,dense_infeasible,M2,8,49,1.112556776367752,2.760266502526667,4-5,0,0,0,0.0,0.0,4.027358293533325,0.3654646248030095,1.808074127693837,3.5987856272113445,0.0,0.0,0.4158748704689999,0.6859965892443467,0.4627050936468139,1.3286369596320649,39.302740110398695,36.90810067326376,1.0648811343161209,,1,1.0,0.214582132988348,True,none
dense_infeasible-M2-t09-c1cf00ddc5,exp08-formal-20260728,stress,dense_infeasible,M2,9,50,1.1119323149490885,2.7402563292065314,6-7,0,0,0,0.0,0.0,4.0385901927948,0.366556838596189,1.769581920406912,3.462527818440377,0.0,0.0,0.4104993995151233,0.6778691489937861,0.4870972717981942,1.290055260624724,39.40048280313194,36.30479136763538,1.0852695007705313,,1,0.625,0.2751167489276697,False,none
dense_infeasible-M2-t10-1ba696eff6,exp08-formal-20260728,stress,dense_infeasible,M2,10,51,1.1045415095111917,2.750447604697205,3-4,0,0,0,0.0,0.0,4.046857595443726,0.3673219306484983,1.795737176098536,3.625734392896357,0.0,0.0,0.4134534340322054,0.6835923259135588,0.4946196425225693,1.3233234045512436,39.88304598794432,37.348951795596165,1.0678491382092,,0,1.0,0.2296457666645419,True,none
dense_infeasible-M3-t01-00f65aa261,exp08-formal-20260728,stress,dense_infeasible,M3,1,42,1.1937489773131358,2.756236890900332,6-7,0,0,0,0.0,0.0,3.766778945922852,0.3384530545266191,1.209190168982874,2.3078222040827976,0.0,0.0,0.6923466612248392,1.292426785242628,0.4810580230173392,1.3355158970375944,37.82947848025484,36.40533114428632,1.0391191974143608,,0,1.0,0.2248773720973778,True,none
dense_infeasible-M3-t01-65d9b4650e,exp08-formal-20260728,pilot,dense_infeasible,M3,1,9001,1.1903168264855306,2.7317080517223884,4-5,0,0,0,0.0,0.0,3.869056701660156,0.3449959452134193,1.1945308151472136,2.2883235474908257,0.0,0.0,0.6864970642472464,1.274628875670776,0.5415172008922979,1.29585525576801,39.64939740553693,37.88433131951033,1.0465909262365043,,0,0.875,0.2652639608974328,False,none
dense_infeasible-M3-t02-101e07bb50,exp08-formal-20260728,stress,dense_infeasible,M3,2,43,1.1949436831047429,2.746700171936902,5-6,0,0,0,0.0,0.0,3.8206965923309326,0.3420257064119616,1.1674913522686483,2.1840486581407803,0.0,0.0,0.655214597442234,1.2309758079750663,0.5455811063853823,1.3050305673450249,39.80934504986822,38.78295505110975,1.0264649766219682,,0,0.375,0.2991897094086378,False,none
dense_infeasible-M3-t02-80b1b59b89,exp08-formal-20260728,pilot,dense_infeasible,M3,2,9002,1.1933683373532715,2.752690225340717,1-8,0,0,0,0.0,0.0,3.677944421768189,0.3337029434460402,1.1951420969359907,2.2938342043404725,0.0,0.0,0.6881502613021406,1.2669215291380989,0.4806695990877924,1.248773247755684,37.9062017616744,36.50045084467593,1.0385132480412504,,0,1.0,0.2325371751132587,True,none
dense_infeasible-M3-t03-90b712eda8,exp08-formal-20260728,stress,dense_infeasible,M3,3,44,1.200967720317201,2.756848498720693,1-8,0,0,0,0.0,0.0,3.716927528381348,0.3355875426024973,1.1944704393701944,2.179378009525826,0.0,0.0,0.6538134028577477,1.2617800823900795,0.5000880119537485,1.2671221379824973,38.0078346536062,36.69957331723214,1.0356478623079732,,0,0.875,0.268384971926154,False,none
dense_infeasible-M3-t03-c36018d96f,exp08-formal-20260728,pilot,dense_infeasible,M3,3,9003,1.1931982709160092,2.767209924917759,3-4,0,0,0,0.0,0.0,3.686265230178833,0.3339053873507069,1.1808887873212524,2.228897588827872,0.0,0.0,0.6686692766483616,1.2622174410203877,0.4832399588581278,1.2614921367946796,37.70478879399454,36.58881983359106,1.0305002720907368,,0,1.0,0.2299668064070222,True,none
dense_infeasible-M3-t04-c3a23b9196,exp08-formal-20260728,stress,dense_infeasible,M3,4,45,1.2021398170812014,2.7611421738139392,6-7,0,0,0,0.0,0.0,3.666210412979126,0.3327644578878633,1.1748893941142753,2.1856982176021607,0.0,0.0,0.6557094652806483,1.2343358412070096,0.5034472411673023,1.2514106932072586,38.87980120742,38.57298977937845,1.0079540484104648,,0,1.0,0.2298313233187943,True,none
dense_infeasible-M3-t05-166b21bf99,exp08-formal-20260728,stress,dense_infeasible,M3,5,46,1.1942333181069689,2.7496706358856904,5-6,0,0,0,0.0,0.0,3.867632627487183,0.3436270381453338,1.1906802825225324,2.185623575025239,0.0,0.0,0.6556870725075717,1.2692840489846366,0.5654025385203592,1.2886972454339785,40.462591218809706,39.36919001479908,1.0277730175195277,,0,0.875,0.2818206768317696,False,none
dense_infeasible-M3-t06-ccb7c6d3a6,exp08-formal-20260728,stress,dense_infeasible,M3,6,47,1.1912534946324211,2.0186639573798835,1-8,0,0,0,0.0,0.0,14.522555589675903,0.663273492237855,1.312242977546006,2.30599061002737,0.0,0.0,0.6917971830082109,3.077432245555438,0.4575102147476422,1.297749204432875,46.00143827029967,37.49618842850315,1.226829717852899,,0,0.5,0.3045287674033527,False,none
dense_infeasible-M3-t07-636ce4db0d,exp08-formal-20260728,stress,dense_infeasible,M3,7,48,1.1946218920002247,2.727522832008137,5-6,0,0,0,0.0,0.0,3.920447826385498,0.3464309691806416,1.2009332782545714,2.20781091406598,0.0,0.0,0.6623432742197938,1.2931421301970871,0.5533382526376315,1.3745941329153402,39.84176291901768,37.78883508673362,1.0543263063699144,,0,0.75,0.278615228719988,False,none
dense_infeasible-M3-t08-abdf5b6a42,exp08-formal-20260728,stress,dense_infeasible,M3,8,49,1.1938119042203044,2.7765817050438004,5-6,0,0,0,0.0,0.0,3.687873601913452,0.3347228487490379,1.1832102057438494,2.2784873186421244,0.0,0.0,0.6835461955926373,1.291279207699156,0.4854644688798279,1.289883944820084,38.08893948928242,36.58279911314649,1.041170725385928,,0,1.0,0.2364479273513652,True,none
dense_infeasible-M3-t09-cff23d0c22,exp08-formal-20260728,stress,dense_infeasible,M3,9,50,1.1954835483472497,2.7263688749460164,3-4,0,0,0,0.0,0.0,3.814219951629639,0.3412356768663682,1.165318591022204,2.233257536737632,0.0,0.0,0.6699772610212896,1.2701179346984293,0.5000832844254518,1.2791458857678404,38.40188787044531,37.21398252337962,1.0319209411763277,,0,1.0,0.2291287257138658,True,none
dense_infeasible-M3-t10-13107895ba,exp08-formal-20260728,stress,dense_infeasible,M3,10,51,1.202100161593355,2.204135664869746,3-4,0,0,0,0.0,0.0,10.088921785354614,0.577696576199379,1.2355429235191573,2.192650383678013,0.0,0.0,0.6577951151034038,2.2083807911573383,0.471773412668759,1.3307855882662714,43.856491010009385,39.266781070818055,1.1168853115541542,,0,0.75,0.2824795313193359,False,none
dense_infeasible-M4-t01-4a935c6000,exp08-formal-20260728,stress,dense_infeasible,M4,1,42,1.0024769435102383,2.6843135437687984,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4126110562546497,0.6664931198589128,0.458646830068747,1.2829056593468835,38.94292322017739,36.60568842150096,1.0638489507904902,0.0,1,1.0,0.0918954975778784,True,none
dense_infeasible-M4-t01-663003750c,exp08-formal-20260728,pilot,dense_infeasible,M4,1,9001,1.0219402191575055,2.6983408293004523,7-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095381482950556,0.6789233108033533,0.4538497246399217,1.2685794948555411,38.95095860104328,36.639760824263206,1.0630789537045662,0.0,0,1.0,0.0651148208812331,True,none
dense_infeasible-M4-t02-f0364a8431,exp08-formal-20260728,stress,dense_infeasible,M4,2,43,1.0141369982134565,2.69884741710276,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4109596234727991,0.675285528678942,0.4615363032102575,1.2744517902463823,39.1880422393874,36.40567621479507,1.076426709070757,0.0,0,1.0,0.0810058714248234,True,none
dense_infeasible-M4-t02-7d1591429e,exp08-formal-20260728,pilot,dense_infeasible,M4,2,9002,1.013186044835512,2.6764709865636984,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113537586126198,0.6805911612103797,0.503017908556278,1.290714538516954,40.21493644201407,37.20725508397847,1.0808358840566747,0.0,0,1.0,0.1851037445876908,True,none
dense_infeasible-M4-t03-dbd1c3ba77,exp08-formal-20260728,stress,dense_infeasible,M4,3,44,1.0061219948671103,2.676502389802084,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090301240112196,0.6776636443876312,0.4546041410241518,1.3200630649961562,39.307386706126174,36.57391607863171,1.0747382539408048,0.0,0,1.0,0.0963163447275784,True,none
dense_infeasible-M4-t03-67e0163c22,exp08-formal-20260728,pilot,dense_infeasible,M4,3,9003,1.0105858615539005,2.6933307411663123,7-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4133996333270386,0.6816097163056503,0.5170663455853666,1.3025901105088933,40.2393605892994,37.2738073181801,1.0795613189123523,0.0,0,1.0,0.2388334393864299,True,none
dense_infeasible-M4-t04-be337ecf69,exp08-formal-20260728,stress,dense_infeasible,M4,4,45,1.0106143894243955,2.6911309820988727,3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409466989729349,0.6741820278601497,0.4807096133936454,1.3054503336651926,39.648124680259805,36.4845933371242,1.0867086913619677,0.0,1,1.0,0.1139326832972413,True,none
dense_infeasible-M4-t05-de42cd97c9,exp08-formal-20260728,stress,dense_infeasible,M4,5,46,1.0122309443355346,2.69217433995837,1-2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4112257961617113,0.6797375783471045,0.4843001759794227,1.3042582453431562,39.67777390035918,37.0461304419166,1.0710369322531172,0.0,0,1.0,0.1488551604614377,True,none
dense_infeasible-M4-t06-e6bfb90440,exp08-formal-20260728,stress,dense_infeasible,M4,6,47,1.0052116932535335,2.701754103843912,6-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4130517484200445,0.6824997057554224,0.4525291191421576,1.2798901000600182,39.029774340589206,36.7179639375998,1.062961290743632,0.0,1,1.0,0.0773084299587864,True,none
dense_infeasible-M4-t07-bd8fa680e8,exp08-formal-20260728,stress,dense_infeasible,M4,7,48,1.0018392059227863,2.6717787031737403,7-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410546444139948,0.6826993310834258,0.5234252612981878,1.297438297642998,40.90110747550757,38.01088514754272,1.0760367015065866,0.0,0,1.0,0.1842254859732147,True,none
dense_infeasible-M4-t08-5f38005e36,exp08-formal-20260728,stress,dense_infeasible,M4,8,49,0.9757147856482028,2.68209157238881,4-5,0,19,1,0.9499990940093994,0.0002874555489949,0.0,0.0,0.0,0.0,0.0,0.0,0.4109438097687688,0.6814254700046056,0.5211668087738763,1.3038570426252256,41.59509088310673,38.976523072250586,1.0671832068243263,0.0,0,1.0,0.1920491239620594,True,none
dense_infeasible-M4-t09-a96fc7fce7,exp08-formal-20260728,stress,dense_infeasible,M4,9,50,1.0096391724032223,2.677329133371165,4-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4112782017436014,0.674782835518775,0.4709432051703383,1.2635374826301482,39.21340724260898,36.652042568127136,1.069883272391188,0.0,1,1.0,0.1364053962378877,True,none
dense_infeasible-M4-t10-d323c2135e,exp08-formal-20260728,stress,dense_infeasible,M4,10,51,1.0096068862611436,2.6948212934387903,1-2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138774330684914,0.6881382958729205,0.4621834871513092,1.2685201401780473,40.49136070432338,38.65185139041222,1.047591751694654,0.0,0,1.0,0.0320689341563262,True,none
dense_infeasible-M5-t01-021462783f,exp08-formal-20260728,stress,dense_infeasible,M5,1,42,1.1873223432765447,2.734818535900702,5-6,0,0,0,0.0,0.0,3.834449052810669,0.3422636642684357,1.2047790217580698,2.260075008078644,0.0,0.0,0.6780225024235927,1.3007032242880625,0.5544396534683407,1.2739157674267243,40.23171161387943,38.822260092136666,1.036305241333135,,0,0.75,0.2741342346257752,False,none
dense_infeasible-M5-t01-51dee39ba0,exp08-formal-20260728,pilot,dense_infeasible,M5,1,9001,1.191601448713648,2.74938260919029,6-7,0,0,0,0.0,0.0,3.7452993392944336,0.3374656552544262,1.2015432149822294,2.2069290687152434,0.0,0.0,0.6620787206145734,1.2771541430149047,0.4863325600084578,1.2804898673899958,37.9994750010451,36.75069279574838,1.0339798275977314,,0,0.875,0.2270670978841853,False,none
dense_infeasible-M5-t02-1897cd5d0a,exp08-formal-20260728,stress,dense_infeasible,M5,2,43,1.1923687312892863,1.9612695672885256,1-8,0,0,0,0.0,0.0,15.889010906219482,0.6827707866948662,1.331623548004535,2.2934227862806624,0.0,0.0,0.6880268358841987,3.415979270360242,0.4487466462757623,1.306427238755291,47.736395542510685,37.524644959989246,1.2721345023626405,,0,0.5,0.2886827922045625,False,none
dense_infeasible-M5-t02-00d80a772a,exp08-formal-20260728,pilot,dense_infeasible,M5,2,9002,1.2015944650839736,2.7204866964914647,1-2,0,0,0,0.0,0.0,3.957213878631592,0.3490018408128467,1.1468167838490002,2.110047021621331,0.0,0.0,0.6330141064863993,1.2619805580361247,0.5410149501278156,1.2734703481306415,39.20211815201488,37.222576865113545,1.0531811995197098,,0,0.125,0.3188898519334386,False,none
dense_infeasible-M5-t03-9214fafe7e,exp08-formal-20260728,stress,dense_infeasible,M5,3,44,1.2007978701161734,2.745374427261378,3-4,0,0,0,0.0,0.0,3.893448829650879,0.3451087661721511,1.1460194351683295,2.211460559294852,0.0,0.0,0.6634381677884549,1.253978156424758,0.5416045051613716,1.3388159994370143,39.599236996823656,37.905296811845645,1.044688746097581,,0,0.75,0.2575849197197795,False,none
dense_infeasible-M5-t03-3459ed9344,exp08-formal-20260728,pilot,dense_infeasible,M5,3,9003,1.1908659686622731,2.031881930002697,1-8,0,0,0,0.0,0.0,14.378568649291992,0.6611383037966196,1.3130592404549408,2.3141738711599924,0.0,0.0,0.6942521613479977,3.010194951105284,0.4654462535266701,1.3165138231567215,46.09228684299742,37.62471635210856,1.2250534040348804,,0,0.375,0.3120802631619359,False,none
dense_infeasible-M5-t04-180f5e3b96,exp08-formal-20260728,stress,dense_infeasible,M5,4,45,1.1908796653732,2.7655338699415317,4-5,0,0,0,0.0,0.0,3.6926679611206055,0.3341124457963154,1.2073394967181217,2.304078495139167,0.0,0.0,0.69122354854175,1.2967069411130394,0.4855167420835022,1.2774408932533723,38.05325695598503,36.44540370947874,1.0441167632364057,,0,1.0,0.2386393397951121,True,none
dense_infeasible-M5-t05-d9557e9f8c,exp08-formal-20260728,stress,dense_infeasible,M5,5,46,1.180751931661139,2.756911013629905,1-8,0,0,0,0.0,0.0,3.817416906356812,0.3420093399861726,1.1777673103519113,2.522694909059718,0.0,0.0,0.7568084727179142,1.2877382657513434,0.5011183889370768,1.288845816588042,38.41178445381048,37.33622791385224,1.0288073166480536,,0,1.0,0.2285251063554629,True,none
dense_infeasible-M5-t06-db386321b3,exp08-formal-20260728,stress,dense_infeasible,M5,6,47,1.1851751659987222,2.717539904806726,5-6,0,0,0,0.0,0.0,4.028327226638794,0.3533460132804837,1.171295716334396,2.2426866798268748,0.0,0.0,0.672806003948062,1.2899096440004592,0.5565647714853551,1.3916262563288857,40.470642108075054,39.35468913701448,1.028356289822932,,0,0.5,0.282210429321724,False,none
dense_infeasible-M5-t07-4baf81e3ab,exp08-formal-20260728,stress,dense_infeasible,M5,7,48,1.184639063296568,2.7638306772002266,3-4,0,0,0,0.0,0.0,3.7288544178009033,0.3368766743460726,1.1922392125376364,2.4048822745768748,0.0,0.0,0.7214646823730624,1.267501745015382,0.4872049029792559,1.2554508150269543,37.68981377144645,36.77938913291504,1.0247536639404553,,0,1.0,0.2378906747451507,True,none
