phase,scenario,method,trial_count,mission_success_rate,mission_success_ci_low,mission_success_ci_high,minimum_inter_agent_distance_n_valid,minimum_inter_agent_distance_mean,minimum_inter_agent_distance_std,minimum_inter_agent_distance_median,minimum_inter_agent_distance_q1,minimum_inter_agent_distance_q3,minimum_inter_agent_distance_ci_low,minimum_inter_agent_distance_ci_high,violation_event_count_n_valid,violation_event_count_mean,violation_event_count_std,violation_event_count_median,violation_event_count_q1,violation_event_count_q3,violation_event_count_ci_low,violation_event_count_ci_high,risk_exposure_time_n_valid,risk_exposure_time_mean,risk_exposure_time_std,risk_exposure_time_median,risk_exposure_time_q1,risk_exposure_time_q3,risk_exposure_time_ci_low,risk_exposure_time_ci_high,risk_integral_n_valid,risk_integral_mean,risk_integral_std,risk_integral_median,risk_integral_q1,risk_integral_q3,risk_integral_ci_low,risk_integral_ci_high,mean_trajectory_deviation_n_valid,mean_trajectory_deviation_mean,mean_trajectory_deviation_std,mean_trajectory_deviation_median,mean_trajectory_deviation_q1,mean_trajectory_deviation_q3,mean_trajectory_deviation_ci_low,mean_trajectory_deviation_ci_high,recovery_time_n_valid,recovery_time_mean,recovery_time_std,recovery_time_median,recovery_time_q1,recovery_time_q3,recovery_time_ci_low,recovery_time_ci_high,iapf_activation_ratio_n_valid,iapf_activation_ratio_mean,iapf_activation_ratio_std,iapf_activation_ratio_median,iapf_activation_ratio_q1,iapf_activation_ratio_q3,iapf_activation_ratio_ci_low,iapf_activation_ratio_ci_high,path_length_ratio_n_valid,path_length_ratio_mean,path_length_ratio_std,path_length_ratio_median,path_length_ratio_q1,path_length_ratio_q3,path_length_ratio_ci_low,path_length_ratio_ci_high,integrated_squared_acceleration_n_valid,integrated_squared_acceleration_mean,integrated_squared_acceleration_std,integrated_squared_acceleration_median,integrated_squared_acceleration_q1,integrated_squared_acceleration_q3,integrated_squared_acceleration_ci_low,integrated_squared_acceleration_ci_high
main,grouped_reconfiguration,M3,10,0.0,0.0,0.2775327998628892,10,0.2330115754036926,0.13905148066341197,0.20623919623286796,0.1350053329424075,0.28607538885890266,0.15614572901796556,0.3196396957800324,10,20.1,3.4464152068167557,19.5,18.0,23.0,18.1,22.2,10,13.169987440109253,1.360390802968696,13.074987530708313,12.162488400936127,14.249986410140991,12.369988203048706,13.9699866771698,10,1.12948370779151,0.24731346615541927,1.1737255253886378,0.919533377288507,1.3081120691945611,0.9821988727078083,1.2706649865087845,10,0.7760408470122521,0.044576480485148194,0.7727103601170034,0.7474222920882003,0.7920301074957924,0.7518999225601732,0.8041494823168186,0,nan,nan,nan,nan,nan,nan,nan,10,0.9612154496557125,0.015794997329083935,0.9660659697843856,0.9519354812444647,0.9702689323201636,0.9513261933185203,0.97004908457701,10,1.396601503909199,0.03841375580240461,1.4030905058777148,1.386449066040788,1.4209033396525763,1.3727621268478163,1.4171424496147784,10,24.82703021398021,3.243255025901732,23.77852792529697,22.65651338069987,26.965749812858903,23.043493260499908,26.84101613783913
main,grouped_reconfiguration,M4,10,0.0,0.0,0.2775327998628892,10,0.10909875406924292,0.033526060323103596,0.11637477499502238,0.09876079336893193,0.1342075427219469,0.08833123415338989,0.12735578216223215,10,31.0,3.972125095937662,29.5,28.0,33.75,28.8,33.4,10,87.19991683959961,23.79583362178986,88.42491567134857,66.21243685483932,106.1998987197876,73.01468036770821,101.00502867400645,10,4.691616004771102,2.864406507933245,4.0799853874057845,2.693043131575874,5.8882021391519,3.1067870574675704,6.4231933616005215,10,0.8922898294319701,0.11027707891107774,0.8704355931157769,0.8432041897011948,0.9434896737828106,0.8291025501995642,0.9585909683555862,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.3763252486793174,0.20774463709421986,1.3831182493734127,1.2182505581254994,1.430668998247468,1.2608197677038433,1.5018940854468101,10,2.455356379768213,0.009336386147198703,2.456549830779482,2.4529689373158803,2.460726798937822,2.4493858693271293,2.4604064949240927
main,grouped_reconfiguration,M5,10,0.0,0.0,0.2775327998628892,10,0.22390970768385263,0.11451180778260395,0.2503925186802688,0.1242812795902435,0.2838475090962676,0.156516658794612,0.2922528992676267,10,19.0,2.4037008503093262,18.5,17.0,20.75,17.6,20.4,10,11.494989037513733,1.6908972279582342,10.899989604949951,10.17499029636383,12.824987769126894,10.544989943504333,12.505113074183463,10,1.008211059702311,0.25085463307900446,1.0590001829875737,0.8184914156501593,1.1202665232665354,0.860314244974623,1.156106002582281,10,0.7830548158238754,0.04542355200613785,0.7824958378943013,0.7586450880456175,0.808415358409106,0.7562320181337426,0.8096218385718789,0,nan,nan,nan,nan,nan,nan,nan,10,0.9639931489788935,0.021979692845307822,0.9711048075289214,0.9655071468997156,0.9751345935767122,0.949606873629025,0.9746371172737928,10,1.3860817770229992,0.05062305675387189,1.399505832927896,1.3611499822899944,1.4201791448748975,1.3542292513627967,1.4136839641959595,10,24.765447307298476,3.1782044510514416,24.90118921073404,22.10520843285492,27.67461411705935,22.86808293868846,26.62890912599694
main,head_on,M0,10,0.0,0.0,0.2775327998628892,10,0.3814461002313654,0.2796098143295553,0.29626306874306235,0.15165192364567207,0.6552188391477097,0.22240476525624062,0.5489469467939226,10,3.4,4.141926551202418,2.0,1.0,2.75,1.4,6.2,10,4.699995517730713,6.036871654898785,0.8999991416931152,0.562499463558197,7.3624929785728455,1.4449986219406128,8.410116979479788,10,1.2976257934414384,2.6361430263800987,0.2055583699216691,0.043269763496306624,0.2519413993724784,0.10833143151395554,2.8945009893417155,10,2.0241578881855578,1.598320450492746,0.8449999845900326,0.776198594569069,3.7694204079852787,1.0935499237904263,2.969266707632181,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.15745300611219,2.0115902882501264,1.7065713972388308,1.6744235203332531,5.41248609238906,1.9843680503787877,4.345480587468786,10,4.951126141670741,0.04381559560768322,4.963946766016614,4.921808782837012,4.977254691817139,4.924699564039819,4.975856222824316
main,head_on,M1,10,0.0,0.0,0.2775327998628892,10,0.22290503172638987,0.09733184033512213,0.1933504821332228,0.1536633129511666,0.27113794508186834,0.16924797312689166,0.28360683675800014,10,1.2,0.42163702135578396,1.0,1.0,1.0,1.0,1.5,10,2.4949976205825806,4.671329520616981,0.824999213218689,0.6374993920326233,0.8999991416931152,0.6749993562698364,5.509994745254517,10,0.5116487286406135,1.052640799769285,0.1592106990917922,0.13791000770738587,0.20040669699395763,0.14299925679417383,1.1894134670072207,10,2.239662407284963,1.1722580397031852,2.2612809913049183,1.2510805161914806,2.9357202527112336,1.5552401388029071,2.939931420892317,0,nan,nan,nan,nan,nan,nan,nan,10,0.18957387496438188,0.29647751183172216,0.05227971450147855,0.0472793362917009,0.05842292223444035,0.04755433586026605,0.3997953990156268,10,4.298975988632157,1.8398886281602154,4.792181214634398,3.113007962251418,5.783341747103817,3.1848824273623486,5.320350534972771,10,4.942991235384881,0.04797443820059248,4.941656531345705,4.916300675465788,4.974153336461649,4.915271275397051,4.970662163988403
main,head_on,M2,10,0.0,0.0,0.2775327998628892,10,0.3393222048331802,0.21196186578302456,0.27793316741421503,0.16961415914185768,0.551803509265179,0.22019468609059148,0.4689580073864495,10,1.2,0.4216370213557839,1.0,1.0,1.0,1.0,1.5,10,2.189997911453247,5.121887126913425,0.4999995231628418,0.4124996066093444,0.6874993443489075,0.45999956130981445,5.464994788169861,10,0.15614330815848826,0.22391950862455853,0.09209563592515174,0.07635988645878711,0.11318045763280984,0.07159663274784195,0.3029141007908909,10,2.0670331882557744,1.4072515286812262,1.5882873646490494,0.7738310138629164,3.5044158171179873,1.264539780418065,2.904671361450623,1,16.639898777008057,nan,16.639898777008057,16.639898777008057,16.639898777008057,16.639898777008057,16.639898777008057,10,0.1765890178924157,0.26601073309817613,0.04545848144952505,0.0313309981988472,0.15412904683479337,0.040086861960210926,0.3484685828803973,10,3.425611175275055,1.8722340087045333,3.4260607596895385,1.5791339039960934,4.986410002288414,2.3158577159023683,4.538323964862207,10,4.955031694318899,0.03648755508790459,4.948359850695308,4.938623221875066,4.976445632357068,4.93442579646322,4.976849444814652
main,head_on,M3,10,0.0,0.0,0.2775327998628892,10,0.60263225360742,0.19190529691383992,0.5860328178620864,0.44606882842605794,0.7583474638347624,0.4934226026599291,0.7161973175632378,10,1.9,0.5676462121975467,2.0,2.0,2.0,1.6,2.2,10,1.1699988842010498,0.4385578257046474,1.2749987840652466,0.8749991655349731,1.4874985814094543,0.8999991416931152,1.4149986505508423,10,0.08106590605185689,0.06950193588812908,0.07968362787403895,0.01759051051501175,0.13026218464973327,0.04132132279060531,0.1226073208401361,10,0.9494170256117751,0.3926053910090703,0.8288990634141503,0.7831772994080286,0.8775065645198239,0.7979549549342985,1.208251697221464,2,7.649855136871338,0.9757288772337604,7.649855136871338,7.304882884025574,7.994827389717102,6.95991063117981,8.339799642562866,10,0.09480939407471595,0.029734669832215566,0.09089304113946314,0.0818123471957046,0.11206078927165802,0.07659133384745773,0.11189401189054368,10,1.7821560768744014,0.6599035959786022,1.5914832713776652,1.5505751402744248,1.6028935907312476,1.5453157564435611,2.2118918360768074,10,16.350120126689628,3.0797403311893867,16.61819141945419,15.758694397304717,18.171281430655988,14.399132080764671,18.0209255226853
main,head_on,M4,10,0.9,0.5958499732047615,0.9821237869049271,10,5.969770070632373,0.029194966929089745,5.983198572722072,5.958561092937831,5.988165673865386,5.951644259970696,5.985487342742014,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.17064038244018437,0.08191031228305622,0.1548730342820192,0.11373094288975513,0.22027815219185032,0.12579350177426754,0.22101563948691538,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.4498225041927872,1.7361058898575952,1.6735320704709709,1.4233943532587587,2.3605051307318883,1.57213657974746,3.5877650163282313,10,0.00398366634644649,0.0028664784129174828,0.0038434067918172,0.001737588939655975,0.005801512418294,0.002371263777811234,0.0057172396887359925
main,head_on,M5,10,0.9,0.5958499732047615,0.9821237869049271,10,5.9689887991603845,0.032213861420595416,5.985499962456037,5.955527611648388,5.987097119086934,5.948897025156284,5.986323909586522,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.15988934430421534,0.0970514185513769,0.1527519379373433,0.07045480163204046,0.2204818649816083,0.10416732744806922,0.21838794897144656,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.3046117680723994,1.6147263928607394,1.739317378381371,1.4373026554236543,2.0887638122865564,1.5776128346152667,3.3536462068489565,10,0.0035109083037407306,0.0034957301561816968,0.00302116489338655,0.0009842095871529749,0.003961479342654125,0.00165377351708909,0.005711042531896018
main,vertical,M0,10,0.0,0.0,0.2775327998628892,10,0.050970911988473276,0.02056591759906776,0.0474029342118038,0.03151729965343247,0.0718805689529653,0.03912325165055024,0.06313024768478433,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0,10,5.919994354248047,0.11352913416958667,5.949994325637817,5.812494456768036,5.999994277954102,5.849994421005249,5.984994292259216,10,1.8800182374038168,0.07342487593028885,1.8778719578606555,1.8449782799108767,1.934443246328261,1.8341423320873695,1.9204671115319665,10,0.757021102880657,0.004019570277490507,0.7569827244283116,0.7548534165592614,0.7580150820865557,0.7549012090699756,0.7596573941268964,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.7766276470594218,0.06877676069022781,1.746555245213034,1.7241967047850275,1.8135189891562518,1.7392939997150165,1.8192379164043868,10,1.2344075368049896,0.012705095635076347,1.2359726277691718,1.2247608616879702,1.243209701431436,1.226912994526005,1.2417809900206007
main,vertical,M1,10,0.0,0.0,0.2775327998628892,10,0.12614899622747375,0.05874974153037615,0.14107378959246641,0.08903722292248327,0.1571647804455129,0.0907465391296263,0.15915284519139056,10,1.1,0.31622776601683794,1.0,1.0,1.0,1.0,1.3,10,15.429985284805298,4.184438093549077,17.524983286857605,10.862489640712736,19.049981832504272,12.974987626075745,17.834982991218567,10,8.920097201990506,3.0488421367405762,8.84695251512981,6.668673090235044,11.295495575882285,7.081485575497479,10.630030929767024,10,1.2087747492766838,0.21485098979548567,1.299459035900734,0.986766878505522,1.386998917960166,1.0825581238150475,1.328470209662635,2,7.369151830673218,1.258656962364723,7.369151830673218,6.924149394035339,7.814154267311096,6.479146957397461,8.259156703948975,10,0.73485894461929,0.16960626958297698,0.8161273167252298,0.5941962132799794,0.8802837067492302,0.6330732111457459,0.8290285277931775,10,1.6890476225474518,0.33357104101915713,1.7121785086949863,1.4305044279600956,1.9475283526555491,1.4953477215214428,1.8813360720310806,10,1.2351809131145186,0.015013942314379015,1.23285097879547,1.2243476380981808,1.24758662584405,1.226569675937618,1.244208258922194
main,vertical,M2,10,0.0,0.0,0.2775327998628892,10,0.10020253175969543,0.053092489862803176,0.11332644520639984,0.0549465426772103,0.1288427377544319,0.06909342095853276,0.13075487704498215,10,1.4,0.5163977794943223,1.0,1.0,2.0,1.1,1.7,10,13.354987263679504,6.275937945567718,15.149985551834106,6.774993538856506,19.049981832504272,9.494990944862366,16.93998384475708,10,7.267656499991046,4.764787318579332,7.628586768949464,2.2539058429537833,11.570121396690366,4.415660086706819,10.03785179821413,10,1.1228159377089535,0.2899870335569606,1.1830770057536943,0.8299084723101882,1.3787232076931693,0.9456558080024831,1.2863561619989257,0,nan,nan,nan,nan,nan,nan,nan,10,0.6666712441343401,0.24066767558899219,0.7560677799516038,0.40779138767345524,0.8808719785966262,0.5197183040707878,0.8043592468877109,10,1.6359666871414913,0.32662372369216497,1.6515125501189696,1.3299409135472722,1.92116870896613,1.4430868097935585,1.828566766666474,10,1.2322441793166552,0.01032999183077967,1.2346319427345507,1.223852605961703,1.2395407228436666,1.2261787307702838,1.238114010244326
main,vertical,M3,10,0.0,0.0,0.2775327998628892,10,0.21411628251546935,0.047604097692733174,0.22322088188993533,0.17660741041023853,0.23495165101191798,0.18627363273673572,0.24115892237160333,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10,3.1399970054626465,0.19407883661861688,3.1749969720840454,2.999997138977051,3.237496912479401,3.024997115135193,3.2549968957901,10,1.0744021227603486,0.1861053253951576,1.087555548981602,0.935600905516622,1.1818837967836695,0.9683573836040239,1.1818658542990625,10,0.5869513901775661,0.01790507021767167,0.5867073659596469,0.5772650853440664,0.5999800118746201,0.5761351196396809,0.59692162876904,5,14.712083959579468,0.9141939668458829,15.02025055885315,14.559889316558838,15.060084581375122,13.952162027359009,15.33205018043518,10,0.17470895014616147,0.008709778082824315,0.1758662195531493,0.17203282167481398,0.17900039181383837,0.16937612639354713,0.17961902646149905,10,2.159750972915803,0.07422591711674945,2.1427178406068936,2.128723124702192,2.209361852921582,2.1164971164139113,2.2036334784154863,10,18.91582431513938,0.8998167921065617,18.82270197336776,18.487813319760633,19.47653960597065,18.380190153788813,19.430682338028447
main,vertical,M4,10,0.8,0.49016247153664183,0.9433178485456247,10,2.9726496596030083,0.020933364289523995,2.9735564349062367,2.9644621158668714,2.986027727286651,2.9595742343576634,2.9844811858400884,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.17070981237097954,0.08454108233460943,0.16835287531796267,0.1372116591868235,0.20157492015068593,0.12394428758428203,0.22260929833876347,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.098858680074281,1.0464731923763682,1.6080441627391002,1.4590683546218808,2.4306892925101815,1.5353224908520433,2.7590653779657424,10,0.00362771461650943,0.002375343386292389,0.0040011174054063,0.001481301106068775,0.0050317745321258505,0.0022376328890903454,0.004999023052275441
main,vertical,M5,10,0.8,0.49016247153664183,0.9433178485456247,10,2.9747872375956517,0.018917493016731502,2.9759755119335374,2.965369241165045,2.9892532905622966,2.963169297114404,2.9854847554169957,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.1603808834477605,0.09440725517402429,0.16987783617158905,0.07048029431105453,0.2113808464035371,0.10640042836335475,0.21595349724949084,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.2713166126707045,0.9617967915446549,1.945078228981573,1.5581208188361073,2.6696819958319904,1.7491114101177634,2.868384040112132,10,0.0031759407753436304,0.0021011502612809487,0.00328486085509705,0.0014883900934464249,0.0048327977554753,0.0019412828722878681,0.004396522050321298
pilot,dense_feasible,M0,3,1.0,0.4385029682449546,1.0,3,1.7058277011207934,0.020101208887875185,1.7073225211125416,1.6961716661713515,1.7162311460661095,1.6850208112301617,1.7251397710196776,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4067751342212759,0.031995876892517094,0.4021479908855763,0.3897463738997969,0.4214903228749052,0.3773447569140174,0.440832654864234,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.1814807314579057,0.12456147987189291,1.16400039885531,1.1152915761147835,1.2389297204997303,1.066582753374257,1.3138590421441505,3,0.4366678361065892,0.0015757455603477855,0.437485130964845,0.4361682429391711,0.43757607670313514,0.4348513549134972,0.43766702244142525
pilot,dense_feasible,M1,3,1.0,0.4385029682449546,1.0,3,1.703946274339699,0.01391261769582907,1.708969287692867,1.6985944953513443,1.7118095600046375,1.6882197030098218,1.714649832316408,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4238077149522243,0.03594395311857152,0.4041721861476787,0.4030653060418037,0.43473235946037203,0.4019584259359286,0.4652925327730654,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.2649996923842795,0.29438523639431036,1.1021872271897135,1.0950857567922394,1.3535073953790366,1.0879842863947653,1.6048275635683595,3,0.43645843281176155,0.0020699102197673054,0.4362571040435861,0.4353768236972539,0.43743937754218154,0.43449654335092164,0.438621651040777
pilot,dense_feasible,M2,3,1.0,0.4385029682449546,1.0,3,1.7207572005497171,0.010741699071669768,1.719607472050967,1.7151220424543323,1.725817494395727,1.7106366128576973,1.7320275167404866,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3806269175158404,0.019334143733639907,0.3705725005286618,0.36948211059793734,0.38674451594015424,0.3683917206672129,0.4029165313516467,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0731143834186263,0.0038773949529055706,1.0713521677494942,1.0708916160901314,1.0744560429125554,1.0704310644307684,1.0775599180756166,3,0.4377517544048138,0.0038034282333387712,0.4365774227005387,0.43562570216710506,0.439290640790385,0.4346739816336714,0.4420038588802313
pilot,dense_feasible,M3,3,1.0,0.4385029682449546,1.0,3,1.7272003607604312,0.003751339655000196,1.7269112985686417,1.725256606400459,1.7289995840245087,1.7236019142322767,1.7310878694803755,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.38650931367117086,0.012264530599318087,0.3803163953007171,0.37944622840582487,0.39047593975129,0.37857606151093276,0.4006354842018629,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.047197840196711,0.0029419772143627126,1.0457174057817122,1.045503773003447,1.0481516901824757,1.045290140225182,1.050585974583239,3,0.435270424803555,0.00363266656537211,0.4366876075774228,0.4339151912405992,0.4373342497534447,0.4311427749037755,0.4379808919294666
pilot,dense_feasible,M4,3,1.0,0.4385029682449546,1.0,3,1.7205729572072974,0.005782722522342265,1.7180246375571615,1.7172633583523165,1.7226083962372105,1.7165020791474717,1.7271921549172593,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3884363523428546,0.022615430506426053,0.4012196629382041,0.3817719324712427,0.40149242751214126,0.3623242020042812,0.40176519208607847,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.079727324026522,0.015511180747984446,1.077597697353009,1.0714943452061825,1.0868954895101048,1.065390993059356,1.0961932816672006,3,0.43681113271840427,0.001902960318767095,0.4371843184707222,0.43596677153366736,0.43784208677930003,0.43474922459661264,0.43849985508787787
pilot,dense_feasible,M5,3,1.0,0.4385029682449546,1.0,3,1.743409314558533,0.005458512457374743,1.7445535177386724,1.7410114569367607,1.746379273770375,1.737469396134849,1.7482050298020777,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.41537402315134325,0.019516415547512645,0.4177029643260206,0.40625030021595476,0.42566221667407045,0.3947976361058889,0.4336214690221203,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.060229362540212,0.014528296430757716,1.0542837881754237,1.0519503441565554,1.0655355937414746,1.0496169001376872,1.0767873993075254,3,0.4368597094823536,0.0024095109525682328,0.4359591181290846,0.43549466642501844,0.43777445686305416,0.4350302147209522,0.43958979559702377
pilot,dense_infeasible,M0,3,1.0,0.4385029682449546,1.0,3,1.0187578517114115,0.006022749264761031,1.0160426822073163,1.0153066777044968,1.0208514409662786,1.0145706732016773,1.0256601997252406,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4514202622669465,0.0033369499491594672,0.449532443504024,0.449493802488397,0.4524028126640347,0.44945516147277,0.4552731818240454,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0727877523401192,0.0013698390074010803,1.0735559927510785,1.0723811025988144,1.0735785222869039,1.07120621244655,1.073601051822729,3,0.679053060295586,0.0038241355113166385,0.6809238166405673,0.677788755196492,0.6812527435671706,0.6746536937524166,0.6815816704937738
pilot,dense_infeasible,M1,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,3,1.1041144432086696,0.004183451516097494,1.1022020459353892,1.1017155160031222,1.1055571717775767,1.1012289860708553,1.1089122976197645,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.48864884815612974,0.015384755070077792,0.484739298436717,0.48016767411034283,0.4951752473422103,0.4755960497839687,0.5056111962477036,0,nan,nan,nan,nan,nan,nan,nan,3,0.3675232348495217,0.0020798160939253874,0.3668415450355251,0.36635567784734435,0.3683499469447008,0.36586981065916363,0.36985834885387653,3,1.0767320059236936,0.006394904551574352,1.0786052113539133,1.0741074473472274,1.0802931672152698,1.0696096833405415,1.081981123076626,3,0.6815570922543474,0.002542868449068504,0.6816954250253113,0.6803216530080517,0.6828616978861249,0.678947880990792,0.6840279707469387
pilot,dense_infeasible,M2,3,1.0,0.4385029682449546,1.0,3,1.1098418556998244,0.006227898385989967,1.1074222396331816,1.1063045545462744,1.1121693488200532,1.1051868694593672,1.1169164580069249,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.49511888472699356,0.016232233718896715,0.4998884486221921,0.48846232900884623,0.5041602223927402,0.4770362093955003,0.5084319961632882,0,nan,nan,nan,nan,nan,nan,nan,3,0.368217013278011,0.0025342140219766413,0.3693760455597389,0.36734329339027,0.36967024930661596,0.3653105412208011,0.36996445305349307,3,1.0763932016250086,0.005209747458524707,1.076820605338315,1.073901761618365,1.0790983434883055,1.070982917898415,1.0813760816382958,3,0.6800086234228265,0.0017493555360369244,0.6807742559102455,0.6793906181827147,0.6810094449066477,0.678006980455184,0.6812446339030499
pilot,dense_infeasible,M3,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,3,1.1922944782516038,0.0017148062657804763,1.1931982709160092,1.1917575487007699,1.1932833041346402,1.1903168264855306,1.1933683373532715,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5018089196127393,0.0344123871443067,0.4832399588581278,0.48195477897296013,0.5123785798752128,0.48066959908779233,0.5415172008922979,0,nan,nan,nan,nan,nan,nan,nan,3,0.33753475867005545,0.006462369871787706,0.3339053873507069,0.33380416539837354,0.3394506662820631,0.3337029434460402,0.3449959452134193,3,1.038534815456164,0.008045348754076214,1.0385132480412504,1.0345067600659936,1.0425520871388774,1.0305002720907368,1.0465909262365043,3,1.2679226152764207,0.006265984169503634,1.2669215291380989,1.2645694850792433,1.2707752024044374,1.2622174410203877,1.274628875670776
pilot,dense_infeasible,M4,3,1.0,0.4385029682449546,1.0,3,1.015237375182306,0.00594864070955665,1.013186044835512,1.0118859531947062,1.0175631319965088,1.0105858615539005,1.0219402191575055,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.49131132626052204,0.03319440227998533,0.503017908556278,0.47843381659809986,0.5100421270708223,0.4538497246399216,0.5170663455853666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.074492052224531,0.009904556650683518,1.0795613189123523,1.0713201363084592,1.0801986014845135,1.0630789537045662,1.0808358840566747,3,0.6803747294397944,0.001356217410366716,0.6805911612103797,0.6797572360068664,0.681100438758015,0.6789233108033533,0.6816097163056503
pilot,dense_infeasible,M5,3,0.0,5.551115123125783e-17,0.5614970317550454,3,1.1946872941532982,0.005993078543258707,1.191601448713648,1.1912337086879605,1.1965979568988108,1.1908659686622731,1.2015944650839736,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4975979212209812,0.03902356017760895,0.4863325600084578,0.47588940676756397,0.5136737550681367,0.4654462535266701,0.5410149501278156,0,nan,nan,nan,nan,nan,nan,nan,3,0.4492019332879642,0.1836328939830665,0.3490018408128467,0.34323374803363643,0.5050700723047332,0.3374656552544262,0.6611383037966196,3,1.104071477050774,0.10521237172268427,1.0531811995197098,1.0435805135587206,1.139117301777295,1.0339798275977314,1.2250534040348804,3,1.8497765507187711,1.0049804512461782,1.2771541430149047,1.2695673505255147,2.1436745470600944,1.2619805580361247,3.010194951105284
