scenario_id,scenario_family,seed,P0_F0_attempt_status,P0_F0_actual_d_min,P0_F0_predicted_d_min,P0_F0_hard_risk_event_count,P0_F0_hard_risk_exposure_duration,P0_F0_any_pair_hard_risk_duration,P0_F0_mission_success,P0_F0_iapf_activation_time,P0_F0_integral_delta_p,P0_F0_integral_delta_a,P0_F0_trajectory_deviation_integral,P0_F0_trajectory_deviation_rms,P0_F1_attempt_status,P0_F1_actual_d_min,P0_F1_predicted_d_min,P0_F1_hard_risk_event_count,P0_F1_hard_risk_exposure_duration,P0_F1_any_pair_hard_risk_duration,P0_F1_mission_success,P0_F1_iapf_activation_time,P0_F1_integral_delta_p,P0_F1_integral_delta_a,P0_F1_trajectory_deviation_integral,P0_F1_trajectory_deviation_rms,P1_F0_attempt_status,P1_F0_actual_d_min,P1_F0_predicted_d_min,P1_F0_hard_risk_event_count,P1_F0_hard_risk_exposure_duration,P1_F0_any_pair_hard_risk_duration,P1_F0_mission_success,P1_F0_iapf_activation_time,P1_F0_integral_delta_p,P1_F0_integral_delta_a,P1_F0_trajectory_deviation_integral,P1_F0_trajectory_deviation_rms,P1_F1_attempt_status,P1_F1_actual_d_min,P1_F1_predicted_d_min,P1_F1_hard_risk_event_count,P1_F1_hard_risk_exposure_duration,P1_F1_any_pair_hard_risk_duration,P1_F1_mission_success,P1_F1_iapf_activation_time,P1_F1_integral_delta_p,P1_F1_integral_delta_a,P1_F1_trajectory_deviation_integral,P1_F1_trajectory_deviation_rms
E3-A-01,A_predictable_structural_risk,53111,success,0.6129103562048932,0.42748229992745784,2.0,1.0237536430358887,0.6880733966827393,1.0,0.0,0.0,0.0,0.0,0.0,success,0.18525537658475352,0.42748229992745784,2.0,1.089672565460205,0.7554628849029541,1.0,6.339832544326782,0.6221525788794282,2.7884119812712247,0.6221521589889802,0.08058294780309139,success,1.9507225917162472,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.940589500536437,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-01,A_predictable_structural_risk,53112,success,0.15292282503041585,0.42748229992745784,2.0,1.1070301532745361,0.7669227123260498,1.0,0.0,0.0,0.0,0.0,0.0,success,0.7012231779175385,0.42748229992745784,2.0,1.0305988788604736,0.7040634155273438,1.0,6.159844398498535,0.5678122387016815,2.602167690007931,0.5678120410684451,0.07788739393226073,success,1.9527777510774869,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9440363122518491,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-01,A_predictable_structural_risk,53113,success,0.4049345423035339,0.42748229992745784,2.0,1.0348937511444092,0.6986255645751953,1.0,0.0,0.0,0.0,0.0,0.0,success,0.3802781569187826,0.42748229992745784,2.0,1.0522041320800781,0.7275378704071045,1.0,6.239802598953247,0.6059699473521408,2.725201017616352,0.6059697492515886,0.08043821333852608,success,1.9602644697873965,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9487512404127278,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-01,A_predictable_structural_risk,53114,success,0.12155790012335295,0.42748229992745784,2.0,1.1467170715332031,0.8009638786315918,1.0,0.0,0.0,0.0,0.0,0.0,success,0.09550638666168959,0.42748229992745784,2.0,1.1731927394866943,0.8283061981201172,1.0,6.559792757034302,0.6971940088153082,3.096909737794889,0.697193402796124,0.08655496295716224,success,1.9607121256974147,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9588062751009843,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-01,A_predictable_structural_risk,53115,success,0.12141742410762135,0.42748229992745784,2.0,1.1588726043701172,0.8119053840637207,1.0,0.0,0.0,0.0,0.0,0.0,success,0.38089666216818163,0.42748229992745784,2.0,1.154745101928711,0.8104579448699951,1.0,6.499748468399048,0.7076731519542199,3.13815727946164,0.7076725812765388,0.08971851284953854,success,1.9567680003029062,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9464660815669725,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53101,success,0.03569448496274956,0.0,2.0,7.874145269393921,7.184103965759277,1.0,0.0,0.0,0.0,0.0,0.0,success,0.09392085144066013,0.0,2.0,1.8072352409362793,1.0154128074645996,1.0,7.859880208969116,1.2852198071262513,5.573063950085578,1.2852199417879615,0.07207574608088566,success,2.256672537315962,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.233251023092621,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53102,success,0.09038460513695458,0.0,2.0,2.8940672874450684,2.191767692565918,1.0,0.0,0.0,0.0,0.0,0.0,success,0.01015844228458384,0.0,2.0,2.227562427520752,1.4402673244476318,1.0,9.999837398529053,1.749615596037255,7.376221116232122,1.7496146452988972,0.08889848730157508,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,,success,2.250555855627594,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53103,success,0.008585773267756313,0.0,2.0,1.8868656158447266,1.1853883266448975,1.0,0.0,0.0,0.0,0.0,0.0,success,0.10525208579315402,0.0,2.0,2.289032459259033,1.4550468921661377,1.0,8.77965235710144,1.8027497504047911,7.605186599284769,1.8027479934304231,0.09001713943078174,success,2.227054463661822,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.266118082722227,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53104,success,0.06055541068435112,0.0,2.0,1.7449088096618652,0.9607815742492676,1.0,0.0,0.0,0.0,0.0,0.0,success,0.14466049674966863,0.0,2.0,1.7963283061981201,1.0706582069396973,1.0,7.839897871017456,1.3183874166775815,5.64511311367976,1.3183891708110043,0.07396413972200981,success,2.2431392856983345,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2431628116706164,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53105,success,0.11769697411399864,0.0,2.0,1.8790497779846191,1.1534080505371094,1.0,0.0,0.0,0.0,0.0,0.0,success,0.11476973246708298,0.0,2.0,2.1535484790802,1.3314814567565918,1.0,8.499720811843872,1.6408852959790825,6.982833810591569,1.6408856883445622,0.0846472588142763,success,2.264609400622727,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2482955839321384,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53106,success,0.03982160616349296,0.0,2.0,2.099637031555176,1.329460859298706,1.0,0.0,0.0,0.0,0.0,0.0,success,0.12929175972194465,0.0,2.0,2.7806315422058105,2.0087006092071533,1.0,9.819766283035278,2.20295368683999,9.598208329310392,2.2029514226774087,0.0995296956849785,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,,success,2.240037316969539,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53107,success,0.068732639524937,0.0,2.0,1.498150110244751,1.498150110244751,1.0,0.0,0.0,0.0,0.0,0.0,success,0.11052242534644026,0.0,2.0,2.1910171508789062,1.4045088291168213,1.0,8.59993290901184,1.716150056948017,7.238512898773827,1.716150390794925,0.08746548848420388,success,2.249438572145229,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2466274622849842,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53108,success,0.07980279010684231,0.0,2.0,7.8822550773620605,7.172947645187378,1.0,0.0,0.0,0.0,0.0,0.0,success,0.1055991679767237,0.0,2.0,3.341360569000244,1.7812399864196777,1.0,10.859806060791016,2.6049354005289738,11.284403105252476,2.6049360841446165,0.10949849108554024,success,2.237520064297475,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2426143672546957,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53109,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.1465369420044579,0.0,4.0,3.2482352256774902,2.411102533340454,1.0,13.699644327163696,2.5445242039056217,11.026693875784096,2.54452500821329,0.10643275426113763,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,,success,2.250345341620009,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53110,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.06216968558921631,0.0,2.0,3.2146735191345215,2.4168195724487305,1.0,10.739872455596924,2.7839964746575765,11.456838034626404,2.7839967737604914,0.11588024614921033,success,2.248925795715807,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2371388713930727,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53111,success,0.02432779267649627,0.0,2.0,1.9883813858032227,1.315364122390747,1.0,0.0,0.0,0.0,0.0,0.0,success,0.16009895535523638,0.0,3.0,2.9387500286102295,1.5136959552764893,1.0,11.539814949035645,2.4727612274170303,10.315230039915296,2.4727614053220623,0.1086260817068483,success,2.2402799415229446,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2583110022680435,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53112,success,0.0984958069225665,0.0,2.0,1.9489383697509766,1.2629826068878174,1.0,0.0,0.0,0.0,0.0,0.0,success,0.10087714260550604,0.0,2.0,1.8095488548278809,0.9353954792022705,1.0,7.879735231399536,1.2973747895874999,5.583313640046455,1.2973734552227276,0.0726949660456931,success,2.246074427289661,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.253322356935189,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53113,success,0.16250623800012937,0.0,2.0,2.4480032920837402,1.7658891677856445,1.0,0.0,0.0,0.0,0.0,0.0,success,0.14689686686280878,0.0,2.0,1.7332122325897217,1.5362567901611328,1.0,9.05959963798523,1.31303576837773,5.617806323624187,1.3130338278222227,0.07416780643870689,success,2.2627796612787083,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.249955181155952,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53114,success,0.07838252645992527,0.0,2.0,1.4212191104888916,0.724632978439331,1.0,0.0,0.0,0.0,0.0,0.0,success,0.14377535221845233,0.0,2.0,2.742842674255371,1.411083698272705,1.0,9.739873170852661,2.2969006102138945,9.606214088893168,2.2969019500566423,0.1042602504687739,success,2.2373865002608837,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2391329764850947,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-A-02,A_predictable_structural_risk,53115,success,0.014583813584880739,0.0,2.0,1.4241478443145752,0.7186920642852783,1.0,0.0,0.0,0.0,0.0,0.0,success,0.22587536680798034,0.0,4.0,6.529518365859985,4.901787996292114,1.0,17.269984245300293,5.3468420539141785,23.425376486773917,5.346832457210987,0.15936609403306204,success,2.2402784517751413,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.258075891905253,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53101,success,1.9789897978108488,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.945589210223687,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9632644392164451,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,0.8915681047673535,2.0,3.0,3.352965831756592,3.352965831756592,1.0,12.119672060012817,1.5125653395273333,7.845946747661959,1.512565681159129,0.10874772585198274
E3-B-01,B_residual_execution_risk,53102,success,1.955356906442662,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9799185164405873,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.96085943989001,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9531413983780006,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53103,success,1.960360378643909,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9464020396761976,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9750132374766305,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9594833195954102,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53104,success,1.958836268399021,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9719724672503152,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9657097345630512,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.940559879940375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53105,success,1.9580298057622114,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9554904043546775,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9640216886170465,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.952299042270112,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53106,success,1.9693265382181173,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9517308779163887,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.957693997911371,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.966793008186921,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53107,success,1.9565965714797782,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9531955283477944,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9792845887700299,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9687694119335457,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53108,success,1.961074670834073,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9595392839112658,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9636978794621538,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9648613250249818,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53109,success,1.9423375297907959,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9665103715722607,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9633879240166634,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,,2.0,,,,1.0,,,,,
E3-B-01,B_residual_execution_risk,53110,success,1.969799276883409,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9428230430598181,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9636688808605458,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9469519539163918,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53111,success,1.9553108887393242,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9543930165768668,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9582934325410175,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9564111562475368,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53112,success,1.9719139988269492,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9565314731197148,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.976174173734113,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9782446104365312,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53113,success,1.9777601528441375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9682572564357665,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9653149370514844,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9575170406432212,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53114,success,1.938959936943487,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,0.8220607885116505,2.0,3.0,3.259444236755371,3.259444236755371,1.0,12.199793100357056,1.6561936368163965,8.399257102659622,1.6561946467408544,0.11766443974201037,success,1.9642622990509042,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9659752717735082,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-01,B_residual_execution_risk,53115,success,1.9479238844453206,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9603236458747533,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9690451935675772,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9715542569029727,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53101,success,1.9481915821372198,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9302020597493248,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9356906928648907,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9286514831922363,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53102,success,1.9694468263074718,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.945758296013202,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9508158470036783,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9559793766458353,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53103,success,1.9598426531530404,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9558141004254868,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9271076850908144,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9574777384368416,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53104,success,1.9540155046198209,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9511994494208535,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9502848031808926,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.945992260913795,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
