formation,uav_count,label,nominal_spacing,multiplier,delta_min,requested_radius,requested_nearest_neighbor_spacing,executed_radius,executed_nearest_neighbor_spacing,safety_floor_applied,workspace_limit,workspace_margin,geometry_valid,failure_reason
Circle,7,spacious,3.0,1.25,0.8677674782351162,4.321434133054662,3.75,4.321434133054662,3.75,False,15.0,4.5,True,
Circle,8,compact,3.0,0.8,0.7653668647301795,3.1357511157033047,2.4000000000000004,3.1357511157033042,2.4000000000000004,False,15.0,4.5,True,
Circle,8,normal,3.0,1.0,0.7653668647301795,3.91968889462913,3.0,3.91968889462913,3.0,False,15.0,4.5,True,
Circle,8,spacious,3.0,1.25,0.7653668647301795,4.899611118286413,3.75,4.899611118286413,3.75,False,15.0,4.5,True,
Polygon,4,compact,3.0,0.8,1.414213562373095,1.6970562748477145,2.4000000000000004,1.6970562748477143,2.4,False,15.0,4.5,True,
Polygon,4,normal,3.0,1.0,1.414213562373095,2.121320343559643,3.0,2.121320343559643,3.0,False,15.0,4.5,True,
Polygon,4,spacious,3.0,1.25,1.414213562373095,2.6516504294495533,3.75,2.6516504294495533,3.75,False,15.0,4.5,True,
Polygon,5,compact,3.0,0.8,0.7999999999999999,3.000000000000001,2.4000000000000004,3.0000000000000004,2.4000000000000004,False,15.0,4.5,True,
Polygon,5,normal,3.0,1.0,0.7999999999999999,3.7500000000000004,3.0,3.7500000000000004,3.0,False,15.0,4.5,True,
Polygon,5,spacious,3.0,1.25,0.7999999999999999,4.6875,3.75,4.687500000000001,3.7500000000000004,False,15.0,4.5,True,
Polygon,5,compact,3.0,0.8,1.1755705045849463,2.0415619400448963,2.4000000000000004,2.041561940044896,2.4,False,15.0,4.5,True,
Polygon,5,normal,3.0,1.0,1.1755705045849463,2.5519524250561196,3.0,2.5519524250561196,3.0,False,15.0,4.5,True,
Polygon,5,spacious,3.0,1.25,1.1755705045849463,3.1899405313201497,3.75,3.1899405313201497,3.75,False,15.0,4.5,True,
Polygon,6,compact,3.0,0.8,0.6666666666666667,3.6,2.4000000000000004,3.5999999999999996,2.4,False,15.0,4.5,True,
Polygon,6,normal,3.0,1.0,0.6666666666666667,4.499999999999999,3.0,4.499999999999999,2.9999999999999996,False,15.0,4.5,True,
Polygon,6,spacious,3.0,1.25,0.6666666666666667,5.624999999999999,3.75,5.624999999999999,3.75,False,15.0,4.5,True,
Polygon,6,compact,3.0,0.8,0.8008705323262908,2.9967390522269732,2.4000000000000004,2.9967390522269732,2.4000000000000004,False,15.0,4.5,True,
Polygon,6,normal,3.0,1.0,0.8008705323262908,3.7459238152837164,3.0,3.7459238152837164,3.0,False,15.0,4.5,True,
Polygon,6,spacious,3.0,1.25,0.8008705323262908,4.682404769104645,3.75,4.682404769104646,3.7500000000000004,False,15.0,4.5,True,
Polygon,6,compact,3.0,0.8,0.9999999999999997,2.4000000000000012,2.4000000000000004,2.400000000000001,2.4,False,15.0,4.5,True,
Polygon,6,normal,3.0,1.0,0.9999999999999997,3.000000000000001,3.0,3.000000000000001,3.0,False,15.0,4.5,True,
Polygon,6,spacious,3.0,1.25,0.9999999999999997,3.7500000000000013,3.75,3.750000000000001,3.7499999999999996,False,15.0,4.5,True,
Polygon,7,compact,3.0,0.8,0.5714285714285714,4.200000000000001,2.4000000000000004,4.2,2.4,False,15.0,4.5,True,
Polygon,7,normal,3.0,1.0,0.5714285714285714,5.25,3.0,5.25,3.0,False,15.0,4.5,True,
Polygon,7,spacious,3.0,1.25,0.5714285714285714,6.5625,3.75,6.5625,3.75,False,15.0,4.5,True,
Polygon,7,compact,3.0,0.8,0.6864604562796776,3.4961955609314703,2.4000000000000004,3.4961955609314703,2.4000000000000004,False,15.0,4.5,True,
Polygon,7,normal,3.0,1.0,0.6864604562796776,4.3702444511643375,3.0,4.3702444511643375,3.0,False,15.0,4.5,True,
Polygon,7,spacious,3.0,1.25,0.6864604562796776,5.462805563955421,3.75,5.462805563955422,3.7500000000000004,False,15.0,4.5,True,
Polygon,7,compact,3.0,0.8,0.7423074889580898,3.2331615074619067,2.4000000000000004,3.2331615074619062,2.4,False,15.0,4.5,True,
Polygon,7,normal,3.0,1.0,0.7423074889580898,4.041451884327382,3.0,4.041451884327382,2.9999999999999996,False,15.0,4.5,True,
Polygon,7,spacious,3.0,1.25,0.7423074889580898,5.051814855409228,3.75,5.051814855409228,3.75,False,15.0,4.5,True,
Polygon,7,compact,3.0,0.8,0.8677674782351162,2.765717845154984,2.4000000000000004,2.765717845154984,2.4000000000000004,False,15.0,4.5,True,
Polygon,7,normal,3.0,1.0,0.8677674782351162,3.45714730644373,3.0,3.45714730644373,3.0,False,15.0,4.5,True,
Polygon,7,spacious,3.0,1.25,0.8677674782351162,4.321434133054662,3.75,4.321434133054662,3.75,False,15.0,4.5,True,
Polygon,8,compact,3.0,0.8,0.7071067811865475,3.394112549695429,2.4000000000000004,3.3941125496954285,2.4,False,15.0,4.5,True,
Polygon,8,normal,3.0,1.0,0.7071067811865475,4.242640687119286,3.0,4.242640687119286,3.0,False,15.0,4.5,True,
Polygon,8,spacious,3.0,1.25,0.7071067811865475,5.303300858899107,3.75,5.303300858899107,3.75,False,15.0,4.5,True,
Polygon,8,compact,3.0,0.8,0.6006528992447181,3.9956520696359648,2.4000000000000004,3.9956520696359643,2.4000000000000004,False,15.0,4.5,True,
Polygon,8,normal,3.0,1.0,0.6006528992447181,4.994565087044955,3.0,4.994565087044955,3.0,False,15.0,4.5,True,
Polygon,8,spacious,3.0,1.25,0.6006528992447181,6.2432063588061935,3.75,6.2432063588061935,3.75,False,15.0,4.5,True,
Polygon,8,compact,3.0,0.8,0.6614378277661477,3.628458940888582,2.4000000000000004,3.6284589408885815,2.4000000000000004,False,15.0,4.5,True,
Polygon,8,normal,3.0,1.0,0.6614378277661477,4.535573676110727,3.0,4.535573676110727,3.0,False,15.0,4.5,True,
Polygon,8,spacious,3.0,1.25,0.6614378277661477,5.669467095138408,3.75,5.669467095138408,3.75,False,15.0,4.5,True,
Polygon,8,compact,3.0,0.8,0.6857195446576774,3.4999731576823003,2.4000000000000004,3.4999731576823003,2.4000000000000004,False,15.0,4.5,True,
Polygon,8,normal,3.0,1.0,0.6857195446576774,4.374966447102875,3.0,4.374966447102875,3.0,False,15.0,4.5,True,
Polygon,8,spacious,3.0,1.25,0.6857195446576774,5.468708058878594,3.75,5.468708058878594,3.75,False,15.0,4.5,True,
Polygon,8,compact,3.0,0.8,0.7653668647301795,3.1357511157033047,2.4000000000000004,3.1357511157033042,2.4000000000000004,False,15.0,4.5,True,
Polygon,8,normal,3.0,1.0,0.7653668647301795,3.91968889462913,3.0,3.91968889462913,3.0,False,15.0,4.5,True,
Polygon,8,spacious,3.0,1.25,0.7653668647301795,4.899611118286413,3.75,4.899611118286413,3.75,False,15.0,4.5,True,
Sphere,2,compact,3.0,0.8,2.0,1.2000000000000002,2.4000000000000004,1.2000000000000002,2.4000000000000004,False,20.0,4.5,True,
Sphere,2,normal,3.0,1.0,2.0,1.5,3.0,1.5,3.0,False,20.0,4.5,True,
Sphere,2,spacious,3.0,1.25,2.0,1.875,3.75,1.875,3.75,False,20.0,4.5,True,
Sphere,3,compact,3.0,0.8,1.4142135623730951,1.6970562748477143,2.4000000000000004,1.697056274847714,2.4000000000000004,False,14.80406170888428,4.5,True,
Sphere,3,normal,3.0,1.0,1.4142135623730951,2.1213203435596424,3.0,2.1213203435596424,3.0,False,14.80406170888428,4.5,True,
Sphere,3,spacious,3.0,1.25,1.4142135623730951,2.651650429449553,3.75,2.651650429449553,3.7499999999999996,False,14.80406170888428,4.5,True,
Sphere,4,compact,3.0,0.8,1.1547005383792515,2.078460969082653,2.4000000000000004,2.078460969082653,2.4,False,4.791316528199347,2.5479114026751697,True,
Sphere,4,normal,3.0,1.0,1.1547005383792515,2.598076211353316,3.0,2.598076211353316,3.0,False,4.791316528199347,2.059889253343962,True,
Sphere,4,spacious,3.0,1.25,1.1547005383792515,3.247595264191645,3.75,3.247595264191645,3.75,False,4.791316528199347,1.4498615666799526,True,
Sphere,5,compact,3.0,0.8,0.9999999999999999,2.400000000000001,2.4000000000000004,2.4000000000000004,2.4,False,4.517296543867925,2.109189501924413,True,
Sphere,5,normal,3.0,1.0,0.9999999999999999,3.0000000000000004,3.0,3.0000000000000004,3.0,False,4.517296543867925,1.5114868774055163,True,
Sphere,5,spacious,3.0,1.25,0.9999999999999999,3.7500000000000004,3.75,3.7500000000000004,3.75,False,4.517296543867925,0.7643585967568955,True,
Sphere,6,compact,3.0,0.8,0.8944271909999159,2.683281572999748,2.4000000000000004,2.683281572999748,2.4000000000000004,False,4.610446478880993,1.8809983189676789,True,
Sphere,6,normal,3.0,1.0,0.8944271909999159,3.3541019662496847,3.0,3.3541019662496847,3.0,False,4.610446478880993,1.226247898709599,True,
Sphere,6,spacious,3.0,1.25,0.8944271909999159,4.192627457812105,3.75,4.192627457812106,3.7500000000000004,False,4.610446478880993,0.4078098733869986,True,
Sphere,7,compact,3.0,0.8,0.8164965809277258,2.939387691339815,2.4000000000000004,2.9393876913398147,2.4000000000000004,False,4.791316528199347,1.7393298307093525,True,
Sphere,7,normal,3.0,1.0,0.8164965809277258,3.674234614174768,3.0,3.674234614174768,3.0,False,4.791316528199347,1.049162288386691,True,
Sphere,7,spacious,3.0,1.25,0.8164965809277258,4.59279326771846,3.75,4.59279326771846,3.75,False,4.791316528199347,0.18645286048336374,True,
Sphere,8,compact,3.0,0.8,0.7559289460184545,3.1749015732775088,2.4000000000000004,3.1749015732775088,2.4000000000000004,False,4.999731080760279,1.6424348932030473,True,
Sphere,8,normal,3.0,1.0,0.7559289460184545,3.9686269665968856,3.0,3.9686269665968856,3.0,False,4.999731080760279,0.9280436165038095,True,
Sphere,8,spacious,3.0,1.25,0.7559289460184545,4.960783708246107,3.75,4.960783708246107,3.75,False,4.999731080760279,0.03505452062976122,True,
